task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,stripes,feet
predict,71,W_C,3.0,feet,stripes,W,F,3.5,-0.5,0.5,W,C
predict,71,E_C,2.0,feet,stripes,W,F,2.25,-0.25,0.25,E,C
predict,2,W_F,7.0,stripes,feet,W,C,6.25,0.75,0.75,W,F
predict,2,E_F,4.0,stripes,feet,W,C,2.5,1.5,1.5,E,F
predict,2,W_C,8.0,stripes,feet,W,C,8.25,-0.25,0.25,W,C
predict,2,E_C,3.0,stripes,feet,W,C,2.25,0.75,0.75,E,C
predict,154,E_F,7.0,stripes,feet,W,F,5.0,2.0,2.0,E,F
predict,154,W_C,4.0,stripes,feet,W,F,5.75,-1.75,1.75,W,C
predict,154,W_F,7.0,stripes,feet,W,F,7.75,-0.75,0.75,W,F
predict,154,E_C,4.0,stripes,feet,W,F,3.25,0.75,0.75,E,C
predict,159,E_F,7.0,feet,stripes,E,F,8.25,-1.25,1.25,E,F
predict,159,W_C,2.0,feet,stripes,E,F,2.0,0.0,0.0,W,C
predict,159,W_F,8.0,feet,stripes,E,F,7.25,0.75,0.75,W,F
predict,159,E_C,9.0,feet,stripes,E,F,2.5,6.5,6.5,E,C
predict,28,E_C,6.0,stripes,feet,E,F,7.75,-1.75,1.75,E,C
predict,28,W_F,8.0,stripes,feet,E,F,3.25,4.75,4.75,W,F
predict,28,E_F,2.0,stripes,feet,E,F,9.0,-7.0,7.0,E,F
predict,28,W_C,3.0,stripes,feet,E,F,2.5,0.5,0.5,W,C
predict,242,W_C,5.0,stripes,feet,W,C,7.25,-2.25,2.25,W,C
predict,242,W_F,6.0,stripes,feet,W,C,6.25,-0.25,0.25,W,F
predict,242,E_F,6.0,stripes,feet,W,C,2.75,3.25,3.25,E,F
predict,242,E_C,6.0,stripes,feet,W,C,3.75,2.25,2.25,E,C
predict,248,W_C,5.0,stripes,feet,E,F,3.0,2.0,2.0,W,C
predict,248,E_C,8.0,stripes,feet,E,F,5.75,2.25,2.25,E,C
predict,248,E_F,7.0,stripes,feet,E,F,6.75,0.25,0.25,E,F
predict,248,W_F,3.0,stripes,feet,E,F,3.75,-0.75,0.75,W,F
predict,93,E_C,7.0,feet,stripes,W,C,7.25,-0.25,0.25,E,C
predict,93,E_F,4.0,feet,stripes,W,C,2.5,1.5,1.5,E,F
predict,93,W_C,9.0,feet,stripes,W,C,7.25,1.75,1.75,W,C
predict,93,W_F,5.0,feet,stripes,W,C,3.75,1.25,1.25,W,F
predict,148,W_C,3.0,stripes,feet,E,C,4.0,-1.0,1.0,W,C
predict,148,E_C,7.0,stripes,feet,E,C,8.25,-1.25,1.25,E,C
predict,148,W_F,4.0,stripes,feet,E,C,3.0,1.0,1.0,W,F
predict,148,E_F,9.0,stripes,feet,E,C,7.25,1.75,1.75,E,F
predict,70,E_F,5.0,stripes,feet,W,F,4.75,0.25,0.25,E,F
predict,70,E_C,2.0,stripes,feet,W,F,2.75,-0.75,0.75,E,C
predict,70,W_F,9.0,stripes,feet,W,F,8.75,0.25,0.25,W,F
predict,70,W_C,7.0,stripes,feet,W,F,6.75,0.25,0.25,W,C
predict,126,W_C,9.0,stripes,feet,W,C,7.5,1.5,1.5,W,C
predict,126,W_F,9.0,stripes,feet,W,C,8.25,0.75,0.75,W,F
predict,126,E_C,3.0,stripes,feet,W,C,4.25,-1.25,1.25,E,C
predict,126,E_F,3.0,stripes,feet,W,C,2.5,0.5,0.5,E,F
predict,195,E_F,7.0,feet,stripes,E,F,8.0,-1.0,1.0,E,F
predict,195,W_F,10.0,feet,stripes,E,F,6.5,3.5,3.5,W,F
predict,195,W_C,8.0,feet,stripes,E,F,4.0,4.0,4.0,W,C
predict,195,E_C,4.0,feet,stripes,E,F,4.75,-0.75,0.75,E,C
predict,46,W_C,10.0,stripes,feet,W,C,9.0,1.0,1.0,W,C
predict,46,E_C,3.0,stripes,feet,W,C,5.75,-2.75,2.75,E,C
predict,46,W_F,8.0,stripes,feet,W,C,7.25,0.75,0.75,W,F
predict,46,E_F,3.0,stripes,feet,W,C,2.75,0.25,0.25,E,F
predict,33,W_C,10.0,feet,stripes,E,C,6.5,3.5,3.5,W,C
predict,33,E_C,9.0,feet,stripes,E,C,8.75,0.25,0.25,E,C
predict,33,E_F,2.0,feet,stripes,E,C,2.75,-0.75,0.75,E,F
predict,33,W_F,3.0,feet,stripes,E,C,3.0,0.0,0.0,W,F
predict,49,E_F,5.0,feet,stripes,E,C,5.0,0.0,0.0,E,F
predict,49,E_C,6.0,feet,stripes,E,C,7.75,-1.75,1.75,E,C
predict,49,W_F,8.0,feet,stripes,E,C,4.0,4.0,4.0,W,F
predict,49,W_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,W,C
predict,258,E_C,9.0,stripes,feet,W,F,2.25,6.75,6.75,E,C
predict,258,W_F,10.0,stripes,feet,W,F,9.0,1.0,1.0,W,F
predict,258,W_C,1.0,stripes,feet,W,F,7.0,-6.0,6.0,W,C
predict,258,E_F,2.0,stripes,feet,W,F,3.0,-1.0,1.0,E,F
predict,64,W_F,4.0,stripes,feet,E,F,3.5,0.5,0.5,W,F
predict,64,E_C,9.0,stripes,feet,E,F,6.25,2.75,2.75,E,C
predict,64,W_C,4.0,stripes,feet,E,F,3.5,0.5,0.5,W,C
predict,64,E_F,9.0,stripes,feet,E,F,7.75,1.25,1.25,E,F
predict,68,E_F,7.0,stripes,feet,E,C,6.75,0.25,0.25,E,F
predict,68,W_C,4.0,stripes,feet,E,C,3.5,0.5,0.5,W,C
predict,68,W_F,3.0,stripes,feet,E,C,2.0,1.0,1.0,W,F
predict,68,E_C,8.0,stripes,feet,E,C,8.75,-0.75,0.75,E,C
predict,55,E_C,2.0,feet,stripes,W,F,1.75,0.25,0.25,E,C
predict,55,E_F,7.0,feet,stripes,W,F,7.25,-0.25,0.25,E,F
predict,55,W_C,3.0,feet,stripes,W,F,2.5,0.5,0.5,W,C
predict,55,W_F,9.0,feet,stripes,W,F,9.0,0.0,0.0,W,F
predict,192,W_C,5.0,stripes,feet,E,F,2.75,2.25,2.25,W,C
predict,192,E_C,8.0,stripes,feet,E,F,6.5,1.5,1.5,E,C
predict,192,W_F,5.0,stripes,feet,E,F,3.75,1.25,1.25,W,F
predict,192,E_F,7.0,stripes,feet,E,F,6.5,0.5,0.5,E,F
predict,278,W_F,7.0,stripes,feet,W,C,8.25,-1.25,1.25,W,F
predict,278,E_F,2.0,stripes,feet,W,C,2.0,0.0,0.0,E,F
predict,278,W_C,9.0,stripes,feet,W,C,6.5,2.5,2.5,W,C
predict,278,E_C,5.0,stripes,feet,W,C,4.75,0.25,0.25,E,C
predict,156,E_F,6.0,stripes,feet,E,C,7.5,-1.5,1.5,E,F
predict,156,W_C,5.0,stripes,feet,E,C,4.75,0.25,0.25,W,C
predict,156,E_C,10.0,stripes,feet,E,C,9.5,0.5,0.5,E,C
predict,156,W_F,1.0,stripes,feet,E,C,4.25,-3.25,3.25,W,F
predict,253,E_F,4.0,feet,stripes,E,C,3.0,1.0,1.0,E,F
predict,253,E_C,7.0,feet,stripes,E,C,8.5,-1.5,1.5,E,C
predict,253,W_F,3.0,feet,stripes,E,C,4.0,-1.0,1.0,W,F
predict,253,W_C,8.0,feet,stripes,E,C,5.75,2.25,2.25,W,C
predict,225,E_F,3.0,feet,stripes,W,C,2.5,0.5,0.5,E,F
predict,225,E_C,8.0,feet,stripes,W,C,8.0,0.0,0.0,E,C
predict,225,W_C,8.0,feet,stripes,W,C,7.0,1.0,1.0,W,C
predict,225,W_F,3.0,feet,stripes,W,C,4.75,-1.75,1.75,W,F
predict,61,E_F,3.0,feet,stripes,W,C,2.75,0.25,0.25,E,F
predict,61,E_C,7.0,feet,stripes,W,C,8.0,-1.0,1.0,E,C
predict,61,W_F,5.0,feet,stripes,W,C,5.75,-0.75,0.75,W,F
predict,61,W_C,10.0,feet,stripes,W,C,9.5,0.5,0.5,W,C
predict,115,W_C,2.0,feet,stripes,E,F,2.25,-0.25,0.25,W,C
predict,115,E_C,5.0,feet,stripes,E,F,5.0,0.0,0.0,E,C
predict,115,E_F,10.0,feet,stripes,E,F,9.5,0.5,0.5,E,F
predict,115,W_F,7.0,feet,stripes,E,F,5.5,1.5,1.5,W,F
predict,97,E_F,4.0,feet,stripes,E,C,2.5,1.5,1.5,E,F
predict,97,W_F,2.0,feet,stripes,E,C,2.25,-0.25,0.25,W,F
predict,97,W_C,7.0,feet,stripes,E,C,5.75,1.25,1.25,W,C
predict,97,E_C,10.0,feet,stripes,E,C,8.25,1.75,1.75,E,C
predict,79,W_F,3.0,feet,stripes,W,F,5.5,-2.5,2.5,W,F
predict,79,E_C,3.0,feet,stripes,W,F,2.75,0.25,0.25,E,C
predict,79,W_C,8.0,feet,stripes,W,F,5.5,2.5,2.5,W,C
predict,79,E_F,7.0,feet,stripes,W,F,7.0,0.0,0.0,E,F
predict,198,E_C,1.0,stripes,feet,W,F,3.0,-2.0,2.0,E,C
predict,198,E_F,10.0,stripes,feet,W,F,3.75,6.25,6.25,E,F
predict,198,W_C,7.0,stripes,feet,W,F,6.75,0.25,0.25,W,C
predict,198,W_F,5.0,stripes,feet,W,F,7.5,-2.5,2.5,W,F
predict,147,W_C,8.0,feet,stripes,W,F,4.75,3.25,3.25,W,C
predict,147,E_F,5.0,feet,stripes,W,F,6.0,-1.0,1.0,E,F
predict,147,W_F,5.0,feet,stripes,W,F,9.25,-4.25,4.25,W,F
predict,147,E_C,8.0,feet,stripes,W,F,5.0,3.0,3.0,E,C
predict,181,W_F,5.0,feet,stripes,W,C,5.25,-0.25,0.25,W,F
predict,181,W_C,9.0,feet,stripes,W,C,7.75,1.25,1.25,W,C
predict,181,E_C,6.0,feet,stripes,W,C,6.25,-0.25,0.25,E,C
predict,181,E_F,2.0,feet,stripes,W,C,2.25,-0.25,0.25,E,F
predict,133,W_F,6.0,feet,stripes,E,C,3.5,2.5,2.5,W,F
predict,133,W_C,7.0,feet,stripes,E,C,7.5,-0.5,0.5,W,C
predict,133,E_C,10.0,feet,stripes,E,C,9.75,0.25,0.25,E,C
predict,133,E_F,3.0,feet,stripes,E,C,3.75,-0.75,0.75,E,F
predict,35,E_C,4.0,feet,stripes,E,F,3.75,0.25,0.25,E,C
predict,35,W_F,6.0,feet,stripes,E,F,6.5,-0.5,0.5,W,F
predict,35,W_C,4.0,feet,stripes,E,F,4.25,-0.25,0.25,W,C
predict,35,E_F,8.0,feet,stripes,E,F,8.0,0.0,0.0,E,F
predict,175,W_F,6.0,feet,stripes,E,F,7.25,-1.25,1.25,W,F
predict,175,W_C,3.0,feet,stripes,E,F,3.5,-0.5,0.5,W,C
predict,175,E_F,8.0,feet,stripes,E,F,7.25,0.75,0.75,E,F
predict,175,E_C,6.0,feet,stripes,E,F,5.5,0.5,0.5,E,C
predict,56,W_F,2.0,stripes,feet,E,C,1.5,0.5,0.5,W,F
predict,56,W_C,8.0,stripes,feet,E,C,3.5,4.5,4.5,W,C
predict,56,E_F,3.0,stripes,feet,E,C,5.25,-2.25,2.25,E,F
predict,56,E_C,9.0,stripes,feet,E,C,7.0,2.0,2.0,E,C
predict,239,E_C,2.0,feet,stripes,E,F,4.5,-2.5,2.5,E,C
predict,239,W_C,5.0,feet,stripes,E,F,4.0,1.0,1.0,W,C
predict,239,E_F,7.0,feet,stripes,E,F,7.25,-0.25,0.25,E,F
predict,239,W_F,8.0,feet,stripes,E,F,6.5,1.5,1.5,W,F
predict,153,E_C,4.0,feet,stripes,W,C,7.25,-3.25,3.25,E,C
predict,153,W_F,9.0,feet,stripes,W,C,3.75,5.25,5.25,W,F
predict,153,W_C,5.0,feet,stripes,W,C,8.5,-3.5,3.5,W,C
predict,153,E_F,7.0,feet,stripes,W,C,3.75,3.25,3.25,E,F
predict,142,E_F,7.0,stripes,feet,W,C,1.75,5.25,5.25,E,F
predict,142,E_C,4.0,stripes,feet,W,C,3.25,0.75,0.75,E,C
predict,142,W_F,7.0,stripes,feet,W,C,7.75,-0.75,0.75,W,F
predict,142,W_C,7.0,stripes,feet,W,C,8.75,-1.75,1.75,W,C
predict,189,W_C,8.0,feet,stripes,W,C,8.25,-0.25,0.25,W,C
predict,189,E_C,6.0,feet,stripes,W,C,6.0,0.0,0.0,E,C
predict,189,W_F,6.0,feet,stripes,W,C,4.75,1.25,1.25,W,F
predict,189,E_F,7.0,feet,stripes,W,C,4.0,3.0,3.0,E,F
predict,165,E_F,10.0,feet,stripes,E,C,4.75,5.25,5.25,E,F
predict,165,E_C,8.0,feet,stripes,E,C,7.75,0.25,0.25,E,C
predict,165,W_F,4.0,feet,stripes,E,C,3.0,1.0,1.0,W,F
predict,165,W_C,6.0,feet,stripes,E,C,7.25,-1.25,1.25,W,C
predict,63,E_C,3.0,feet,stripes,W,F,3.25,-0.25,0.25,E,C
predict,63,W_F,9.0,feet,stripes,W,F,8.75,0.25,0.25,W,F
predict,63,W_C,4.0,feet,stripes,W,F,3.5,0.5,0.5,W,C
predict,63,E_F,6.0,feet,stripes,W,F,5.5,0.5,0.5,E,F
predict,158,E_C,7.0,stripes,feet,W,F,2.75,4.25,4.25,E,C
predict,158,W_C,5.0,stripes,feet,W,F,5.75,-0.75,0.75,W,C
predict,158,E_F,5.0,stripes,feet,W,F,4.0,1.0,1.0,E,F
predict,158,W_F,5.0,stripes,feet,W,F,7.25,-2.25,2.25,W,F
predict,136,W_C,3.0,stripes,feet,E,F,3.25,-0.25,0.25,W,C
predict,136,W_F,4.0,stripes,feet,E,F,4.25,-0.25,0.25,W,F
predict,136,E_C,7.0,stripes,feet,E,F,6.25,0.75,0.75,E,C
predict,136,E_F,8.0,stripes,feet,E,F,9.0,-1.0,1.0,E,F
predict,143,E_C,2.0,feet,stripes,E,F,3.25,-1.25,1.25,E,C
predict,143,W_C,4.0,feet,stripes,E,F,3.75,0.25,0.25,W,C
predict,143,E_F,6.0,feet,stripes,E,F,8.25,-2.25,2.25,E,F
predict,143,W_F,9.0,feet,stripes,E,F,5.75,3.25,3.25,W,F
predict,41,W_C,8.0,feet,stripes,E,C,5.0,3.0,3.0,W,C
predict,41,E_C,5.0,feet,stripes,E,C,7.25,-2.25,2.25,E,C
predict,41,W_F,4.0,feet,stripes,E,C,3.25,0.75,0.75,W,F
predict,41,E_F,1.0,feet,stripes,E,C,2.75,-1.75,1.75,E,F
predict,222,W_F,7.0,stripes,feet,W,C,7.0,0.0,0.0,W,F
predict,222,E_C,2.0,stripes,feet,W,C,3.75,-1.75,1.75,E,C
predict,222,W_C,8.0,stripes,feet,W,C,7.0,1.0,1.0,W,C
predict,222,E_F,4.0,stripes,feet,W,C,2.75,1.25,1.25,E,F
predict,162,W_C,7.0,stripes,feet,W,C,7.5,-0.5,0.5,W,C
predict,162,W_F,7.0,stripes,feet,W,C,7.0,0.0,0.0,W,F
predict,162,E_F,3.0,stripes,feet,W,C,2.0,1.0,1.0,E,F
predict,162,E_C,4.0,stripes,feet,W,C,4.75,-0.75,0.75,E,C
predict,169,W_C,6.0,feet,stripes,E,C,5.75,0.25,0.25,W,C
predict,169,W_F,5.0,feet,stripes,E,C,4.0,1.0,1.0,W,F
predict,169,E_F,1.0,feet,stripes,E,C,3.75,-2.75,2.75,E,F
predict,169,E_C,10.0,feet,stripes,E,C,7.25,2.75,2.75,E,C
predict,297,E_C,8.0,feet,stripes,W,C,6.75,1.25,1.25,E,C
predict,297,W_F,5.0,feet,stripes,W,C,4.5,0.5,0.5,W,F
predict,297,W_C,8.0,feet,stripes,W,C,6.75,1.25,1.25,W,C
predict,297,E_F,3.0,feet,stripes,W,C,1.0,2.0,2.0,E,F
predict,32,W_C,1.0,stripes,feet,E,C,4.25,-3.25,3.25,W,C
predict,32,W_F,5.0,stripes,feet,E,C,2.75,2.25,2.25,W,F
predict,32,E_C,10.0,stripes,feet,E,C,8.5,1.5,1.5,E,C
predict,32,E_F,7.0,stripes,feet,E,C,7.5,-0.5,0.5,E,F
predict,212,E_F,8.0,stripes,feet,E,F,8.25,-0.25,0.25,E,F
predict,212,W_F,6.0,stripes,feet,E,F,4.25,1.75,1.75,W,F
predict,212,E_C,6.0,stripes,feet,E,F,7.25,-1.25,1.25,E,C
predict,212,W_C,4.0,stripes,feet,E,F,3.75,0.25,0.25,W,C
predict,262,W_C,6.0,stripes,feet,W,C,8.5,-2.5,2.5,W,C
predict,262,E_C,8.0,stripes,feet,W,C,3.0,5.0,5.0,E,C
predict,262,E_F,4.0,stripes,feet,W,C,2.5,1.5,1.5,E,F
predict,262,W_F,3.0,stripes,feet,W,C,6.0,-3.0,3.0,W,F
predict,23,E_C,10.0,feet,stripes,E,F,5.0,5.0,5.0,E,C
predict,23,E_F,7.0,feet,stripes,E,F,8.25,-1.25,1.25,E,F
predict,23,W_F,3.0,feet,stripes,E,F,8.0,-5.0,5.0,W,F
predict,23,W_C,4.0,feet,stripes,E,F,2.75,1.25,1.25,W,C
predict,264,W_C,5.0,stripes,feet,E,F,3.0,2.0,2.0,W,C
predict,264,E_F,3.0,stripes,feet,E,F,7.0,-4.0,4.0,E,F
predict,264,E_C,8.0,stripes,feet,E,F,7.0,1.0,1.0,E,C
predict,264,W_F,8.0,stripes,feet,E,F,5.25,2.75,2.75,W,F
predict,238,W_F,7.0,stripes,feet,W,C,6.5,0.5,0.5,W,F
predict,238,W_C,9.0,stripes,feet,W,C,8.75,0.25,0.25,W,C
predict,238,E_F,3.0,stripes,feet,W,C,3.75,-0.75,0.75,E,F
predict,238,E_C,4.0,stripes,feet,W,C,3.25,0.75,0.75,E,C
predict,267,W_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,W,C
predict,267,W_F,8.0,feet,stripes,E,F,7.0,1.0,1.0,W,F
predict,267,E_F,9.0,feet,stripes,E,F,8.0,1.0,1.0,E,F
predict,267,E_C,2.0,feet,stripes,E,F,5.0,-3.0,3.0,E,C
predict,34,E_C,7.0,stripes,feet,W,F,3.0,4.0,4.0,E,C
predict,34,E_F,5.0,stripes,feet,W,F,4.0,1.0,1.0,E,F
predict,34,W_C,8.0,stripes,feet,W,F,7.75,0.25,0.25,W,C
predict,34,W_F,9.0,stripes,feet,W,F,8.5,0.5,0.5,W,F
predict,164,E_F,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,F
predict,164,E_C,9.0,stripes,feet,E,C,7.25,1.75,1.75,E,C
predict,164,W_C,4.0,stripes,feet,E,C,4.0,0.0,0.0,W,C
predict,164,W_F,2.0,stripes,feet,E,C,2.75,-0.75,0.75,W,F
predict,52,W_F,7.0,stripes,feet,E,C,4.0,3.0,3.0,W,F
predict,52,W_C,9.0,stripes,feet,E,C,5.25,3.75,3.75,W,C
predict,52,E_F,6.0,stripes,feet,E,C,7.75,-1.75,1.75,E,F
predict,52,E_C,7.0,stripes,feet,E,C,7.75,-0.75,0.75,E,C
predict,218,E_F,2.0,stripes,feet,W,F,5.25,-3.25,3.25,E,F
predict,218,E_C,3.0,stripes,feet,W,F,3.0,0.0,0.0,E,C
predict,218,W_C,7.0,stripes,feet,W,F,5.0,2.0,2.0,W,C
predict,218,W_F,9.0,stripes,feet,W,F,7.5,1.5,1.5,W,F
predict,75,W_C,7.0,feet,stripes,W,F,4.5,2.5,2.5,W,C
predict,75,E_C,2.0,feet,stripes,W,F,3.5,-1.5,1.5,E,C
predict,75,W_F,4.0,feet,stripes,W,F,7.0,-3.0,3.0,W,F
predict,75,E_F,10.0,feet,stripes,W,F,6.0,4.0,4.0,E,F
predict,208,W_C,2.0,stripes,feet,E,C,3.5,-1.5,1.5,W,C
predict,208,W_F,8.0,stripes,feet,E,C,2.75,5.25,5.25,W,F
predict,208,E_C,5.0,stripes,feet,E,C,8.25,-3.25,3.25,E,C
predict,208,E_F,10.0,stripes,feet,E,C,7.5,2.5,2.5,E,F
predict,27,E_C,9.0,feet,stripes,E,F,5.25,3.75,3.75,E,C
predict,27,W_F,8.0,feet,stripes,E,F,8.25,-0.25,0.25,W,F
predict,27,E_F,10.0,feet,stripes,E,F,9.75,0.25,0.25,E,F
predict,27,W_C,5.0,feet,stripes,E,F,5.5,-0.5,0.5,W,C
predict,3,E_C,4.0,feet,stripes,W,F,3.75,0.25,0.25,E,C
predict,3,W_C,4.0,feet,stripes,W,F,4.75,-0.75,0.75,W,C
predict,3,W_F,9.0,feet,stripes,W,F,8.25,0.75,0.75,W,F
predict,3,E_F,9.0,feet,stripes,W,F,7.5,1.5,1.5,E,F
predict,146,E_F,2.0,stripes,feet,W,F,3.0,-1.0,1.0,E,F
predict,146,E_C,5.0,stripes,feet,W,F,4.5,0.5,0.5,E,C
predict,146,W_F,8.0,stripes,feet,W,F,8.5,-0.5,0.5,W,F
predict,146,W_C,6.0,stripes,feet,W,F,6.0,0.0,0.0,W,C
predict,30,E_C,4.0,stripes,feet,W,F,2.5,1.5,1.5,E,C
predict,30,W_C,5.0,stripes,feet,W,F,5.75,-0.75,0.75,W,C
predict,30,E_F,3.0,stripes,feet,W,F,3.5,-0.5,0.5,E,F
predict,30,W_F,8.0,stripes,feet,W,F,8.0,0.0,0.0,W,F
predict,92,W_C,3.0,stripes,feet,E,C,4.5,-1.5,1.5,W,C
predict,92,W_F,4.0,stripes,feet,E,C,3.75,0.25,0.25,W,F
predict,92,E_F,10.0,stripes,feet,E,C,6.75,3.25,3.25,E,F
predict,92,E_C,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,C
predict,220,E_F,10.0,stripes,feet,E,F,7.5,2.5,2.5,E,F
predict,220,W_F,4.0,stripes,feet,E,F,2.75,1.25,1.25,W,F
predict,220,E_C,4.0,stripes,feet,E,F,5.0,-1.0,1.0,E,C
predict,220,W_C,7.0,stripes,feet,E,F,2.5,4.5,4.5,W,C
predict,172,W_C,3.0,stripes,feet,E,C,4.5,-1.5,1.5,W,C
predict,172,E_C,8.0,stripes,feet,E,C,8.0,0.0,0.0,E,C
predict,172,W_F,4.0,stripes,feet,E,C,2.75,1.25,1.25,W,F
predict,172,E_F,8.0,stripes,feet,E,C,8.25,-0.25,0.25,E,F
predict,31,W_C,2.0,feet,stripes,E,F,2.25,-0.25,0.25,W,C
predict,31,W_F,7.0,feet,stripes,E,F,7.0,0.0,0.0,W,F
predict,31,E_F,7.0,feet,stripes,E,F,8.0,-1.0,1.0,E,F
predict,31,E_C,2.0,feet,stripes,E,F,2.5,-0.5,0.5,E,C
predict,113,W_C,8.0,feet,stripes,E,C,7.25,0.75,0.75,W,C
predict,113,E_F,4.0,feet,stripes,E,C,4.25,-0.25,0.25,E,F
predict,113,E_C,8.0,feet,stripes,E,C,8.0,0.0,0.0,E,C
predict,113,W_F,4.0,feet,stripes,E,C,2.75,1.25,1.25,W,F
predict,273,E_F,5.0,feet,stripes,W,C,3.25,1.75,1.75,E,F
predict,273,W_F,6.0,feet,stripes,W,C,4.0,2.0,2.0,W,F
predict,273,W_C,6.0,feet,stripes,W,C,8.0,-2.0,2.0,W,C
predict,273,E_C,9.0,feet,stripes,W,C,7.5,1.5,1.5,E,C
predict,88,W_C,4.0,stripes,feet,E,C,3.25,0.75,0.75,W,C
predict,88,E_C,8.0,stripes,feet,E,C,8.25,-0.25,0.25,E,C
predict,88,E_F,2.0,stripes,feet,E,C,6.5,-4.5,4.5,E,F
predict,88,W_F,6.0,stripes,feet,E,C,3.25,2.75,2.75,W,F
predict,194,E_C,2.0,stripes,feet,W,F,4.0,-2.0,2.0,E,C
predict,194,W_F,10.0,stripes,feet,W,F,7.5,2.5,2.5,W,F
predict,194,E_F,3.0,stripes,feet,W,F,3.5,-0.5,0.5,E,F
predict,194,W_C,8.0,stripes,feet,W,F,5.75,2.25,2.25,W,C
predict,105,W_C,10.0,feet,stripes,E,C,8.25,1.75,1.75,W,C
predict,105,W_F,3.0,feet,stripes,E,C,2.25,0.75,0.75,W,F
predict,105,E_C,9.0,feet,stripes,E,C,8.75,0.25,0.25,E,C
predict,105,E_F,1.0,feet,stripes,E,C,3.25,-2.25,2.25,E,F
predict,230,W_C,7.0,stripes,feet,W,F,7.0,0.0,0.0,W,C
predict,230,E_C,3.0,stripes,feet,W,F,3.0,0.0,0.0,E,C
predict,230,W_F,9.0,stripes,feet,W,F,7.5,1.5,1.5,W,F
predict,230,E_F,6.0,stripes,feet,W,F,4.25,1.75,1.75,E,F
predict,50,E_F,8.0,stripes,feet,W,C,3.25,4.75,4.75,E,F
predict,50,E_C,3.0,stripes,feet,W,C,3.5,-0.5,0.5,E,C
predict,50,W_F,7.0,stripes,feet,W,C,6.75,0.25,0.25,W,F
predict,50,W_C,7.0,stripes,feet,W,C,7.75,-0.75,0.75,W,C
predict,26,W_F,7.0,stripes,feet,W,C,5.0,2.0,2.0,W,F
predict,26,W_C,8.0,stripes,feet,W,C,8.75,-0.75,0.75,W,C
predict,26,E_F,4.0,stripes,feet,W,C,2.0,2.0,2.0,E,F
predict,26,E_C,3.0,stripes,feet,W,C,3.75,-0.75,0.75,E,C
predict,166,E_F,6.0,stripes,feet,W,F,4.0,2.0,2.0,E,F
predict,166,W_C,7.0,stripes,feet,W,F,4.75,2.25,2.25,W,C
predict,166,E_C,7.0,stripes,feet,W,F,3.75,3.25,3.25,E,C
predict,166,W_F,4.0,stripes,feet,W,F,8.0,-4.0,4.0,W,F
predict,145,E_F,3.0,feet,stripes,E,C,4.75,-1.75,1.75,E,F
predict,145,W_F,3.0,feet,stripes,E,C,3.0,0.0,0.0,W,F
predict,145,W_C,9.0,feet,stripes,E,C,8.0,1.0,1.0,W,C
predict,145,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
predict,206,W_F,3.0,stripes,feet,W,F,8.25,-5.25,5.25,W,F
predict,206,W_C,7.0,stripes,feet,W,F,7.0,0.0,0.0,W,C
predict,206,E_C,5.0,stripes,feet,W,F,4.0,1.0,1.0,E,C
predict,206,E_F,5.0,stripes,feet,W,F,5.0,0.0,0.0,E,F
predict,13,W_F,3.0,feet,stripes,E,C,2.5,0.5,0.5,W,F
predict,13,W_C,7.0,feet,stripes,E,C,7.0,0.0,0.0,W,C
predict,13,E_F,6.0,feet,stripes,E,C,3.75,2.25,2.25,E,F
predict,13,E_C,9.0,feet,stripes,E,C,8.75,0.25,0.25,E,C
predict,116,E_F,8.0,stripes,feet,E,F,6.5,1.5,1.5,E,F
predict,116,E_C,8.0,stripes,feet,E,F,7.0,1.0,1.0,E,C
predict,116,W_C,2.0,stripes,feet,E,F,1.75,0.25,0.25,W,C
predict,116,W_F,1.0,stripes,feet,E,F,4.0,-3.0,3.0,W,F
predict,251,E_F,10.0,feet,stripes,E,F,8.25,1.75,1.75,E,F
predict,251,W_C,7.0,feet,stripes,E,F,2.0,5.0,5.0,W,C
predict,251,E_C,1.0,feet,stripes,E,F,4.0,-3.0,3.0,E,C
predict,251,W_F,2.0,feet,stripes,E,F,7.0,-5.0,5.0,W,F
predict,100,E_F,9.0,stripes,feet,E,C,6.75,2.25,2.25,E,F
predict,100,W_F,5.0,stripes,feet,E,C,3.0,2.0,2.0,W,F
predict,100,W_C,3.0,stripes,feet,E,C,5.5,-2.5,2.5,W,C
predict,100,E_C,5.0,stripes,feet,E,C,6.75,-1.75,1.75,E,C
predict,299,W_C,3.0,feet,stripes,E,F,3.0,0.0,0.0,W,C
predict,299,W_F,8.0,feet,stripes,E,F,7.5,0.5,0.5,W,F
predict,299,E_F,8.0,feet,stripes,E,F,8.25,-0.25,0.25,E,F
predict,299,E_C,3.0,feet,stripes,E,F,3.75,-0.75,0.75,E,C
predict,199,W_F,5.0,feet,stripes,E,F,6.75,-1.75,1.75,W,F
predict,199,W_C,5.0,feet,stripes,E,F,2.75,2.25,2.25,W,C
predict,199,E_F,5.0,feet,stripes,E,F,7.5,-2.5,2.5,E,F
