participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,time,feature_relevance
74,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
211,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
94,predict,predict,,,stripes,feet,W,F,Yes,feet,3.0,end,irrelevant
289,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
270,predict,predict,,,stripes,feet,W,C,Yes,feet,-2.0,end,irrelevant
254,predict,predict,,,stripes,feet,W,C,Yes,feet,4.0,end,irrelevant
186,predict,predict,,,stripes,feet,W,F,Yes,feet,4.0,end,irrelevant
40,predict,predict,,,stripes,feet,E,F,Yes,feet,-5.0,end,irrelevant
266,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
132,predict,predict,,,stripes,feet,E,C,Yes,feet,5.0,end,irrelevant
245,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
62,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
101,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
256,predict,predict,,,stripes,feet,E,F,Yes,feet,5.0,end,irrelevant
173,predict,predict,,,feet,stripes,E,C,Yes,feet,2.0,end,relevant
201,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
233,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
283,predict,predict,,,feet,stripes,W,F,Yes,feet,4.0,end,relevant
24,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
135,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
91,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
295,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
257,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
102,predict,predict,,,stripes,feet,W,F,Yes,feet,-5.0,end,irrelevant
22,predict,predict,,,stripes,feet,W,F,Yes,feet,5.0,end,irrelevant
196,predict,predict,,,stripes,feet,E,F,Yes,feet,3.0,end,irrelevant
157,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
260,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
216,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
60,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
207,predict,predict,,,feet,stripes,E,F,Yes,feet,4.0,end,relevant
83,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
45,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
47,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
300,predict,predict,,,stripes,feet,E,F,Yes,feet,6.0,end,irrelevant
71,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
2,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
154,predict,predict,,,stripes,feet,W,F,Yes,feet,5.0,end,irrelevant
159,predict,predict,,,feet,stripes,E,F,No,feet,0.0,end,relevant
28,predict,predict,,,stripes,feet,E,F,Yes,feet,7.0,end,irrelevant
242,predict,predict,,,stripes,feet,W,C,Yes,feet,-2.0,end,irrelevant
248,predict,predict,,,stripes,feet,E,F,Yes,feet,-6.0,end,irrelevant
93,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
148,predict,predict,,,stripes,feet,E,C,Yes,feet,-4.0,end,irrelevant
70,predict,predict,,,stripes,feet,W,F,Yes,feet,4.0,end,irrelevant
126,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
195,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
46,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
33,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
49,predict,predict,,,feet,stripes,E,C,Yes,feet,-7.0,end,relevant
258,predict,predict,,,stripes,feet,W,F,Yes,feet,2.0,end,irrelevant
64,predict,predict,,,stripes,feet,E,F,Yes,feet,-5.0,end,irrelevant
68,predict,predict,,,stripes,feet,E,C,Yes,feet,-3.0,end,irrelevant
55,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
192,predict,predict,,,stripes,feet,E,F,Yes,feet,-5.0,end,irrelevant
278,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
156,predict,predict,,,stripes,feet,E,C,Yes,feet,4.0,end,irrelevant
253,predict,predict,,,feet,stripes,E,C,Yes,feet,-6.0,end,relevant
225,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
61,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
115,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
97,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
79,predict,predict,,,feet,stripes,W,F,Yes,feet,-4.0,end,relevant
198,predict,predict,,,stripes,feet,W,F,Yes,feet,7.0,end,irrelevant
147,predict,predict,,,feet,stripes,W,F,Yes,feet,-5.0,end,relevant
181,predict,predict,,,feet,stripes,W,C,Yes,feet,3.0,end,relevant
133,predict,predict,,,feet,stripes,E,C,Yes,feet,2.0,end,relevant
35,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
175,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
56,predict,predict,,,stripes,feet,E,C,Yes,feet,7.0,end,irrelevant
239,predict,predict,,,feet,stripes,E,F,Yes,feet,4.0,end,relevant
153,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
142,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
189,predict,predict,,,feet,stripes,W,C,No,feet,0.0,end,relevant
165,predict,predict,,,feet,stripes,E,C,Yes,feet,-5.0,end,relevant
63,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
158,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
136,predict,predict,,,stripes,feet,E,F,Yes,feet,-6.0,end,irrelevant
143,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
41,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
222,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
162,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
169,predict,predict,,,feet,stripes,E,C,Yes,feet,3.0,end,relevant
297,predict,predict,,,feet,stripes,W,C,Yes,feet,4.0,end,relevant
32,predict,predict,,,stripes,feet,E,C,Yes,feet,-3.0,end,irrelevant
212,predict,predict,,,stripes,feet,E,F,Yes,feet,5.0,end,irrelevant
262,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
23,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
264,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
238,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
267,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
34,predict,predict,,,stripes,feet,W,F,Yes,feet,6.0,end,irrelevant
164,predict,predict,,,stripes,feet,E,C,Yes,feet,-5.0,end,irrelevant
52,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
218,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
75,predict,predict,,,feet,stripes,W,F,Yes,feet,4.0,end,relevant
208,predict,predict,,,stripes,feet,E,C,Yes,feet,-6.0,end,irrelevant
27,predict,predict,,,feet,stripes,E,F,Yes,feet,-5.0,end,relevant
3,predict,predict,,,feet,stripes,W,F,Yes,feet,5.0,end,relevant
146,predict,predict,,,stripes,feet,W,F,Yes,feet,2.0,end,irrelevant
30,predict,predict,,,stripes,feet,W,F,Yes,feet,3.0,end,irrelevant
92,predict,predict,,,stripes,feet,E,C,Yes,feet,-3.0,end,irrelevant
220,predict,predict,,,stripes,feet,E,F,Yes,feet,4.0,end,irrelevant
172,predict,predict,,,stripes,feet,E,C,Yes,feet,-4.0,end,irrelevant
31,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
113,predict,predict,,,feet,stripes,E,C,Yes,feet,3.0,end,relevant
273,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
88,predict,predict,,,stripes,feet,E,C,Yes,feet,3.0,end,irrelevant
194,predict,predict,,,stripes,feet,W,F,Yes,feet,6.0,end,irrelevant
105,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
230,predict,predict,,,stripes,feet,W,F,Yes,feet,3.0,end,irrelevant
50,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
26,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
166,predict,predict,,,stripes,feet,W,F,Yes,feet,-2.0,end,irrelevant
145,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
206,predict,predict,,,stripes,feet,W,F,Yes,feet,5.0,end,irrelevant
13,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
116,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
251,predict,predict,,,feet,stripes,E,F,No,feet,0.0,end,relevant
100,predict,predict,,,stripes,feet,E,C,Yes,feet,-6.0,end,irrelevant
299,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
199,predict,predict,,,feet,stripes,E,F,Yes,feet,4.0,end,relevant
53,predict,predict,,,feet,stripes,W,C,No,feet,0.0,end,relevant
152,predict,predict,,,stripes,feet,E,C,Yes,feet,3.0,end,irrelevant
204,predict,predict,,,stripes,feet,E,C,Yes,feet,-5.0,end,irrelevant
185,predict,predict,,,feet,stripes,E,C,Yes,feet,4.0,end,relevant
15,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
174,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
163,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
122,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
250,predict,predict,,,stripes,feet,W,C,Yes,feet,-2.0,end,irrelevant
193,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
43,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
269,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
274,predict,predict,,,stripes,feet,W,F,Yes,feet,5.0,end,irrelevant
57,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
67,predict,predict,,,feet,stripes,E,F,Yes,feet,2.0,end,relevant
286,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
246,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
6,predict,predict,,,stripes,feet,W,F,Yes,feet,5.0,end,irrelevant
134,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
298,predict,predict,,,stripes,feet,W,C,Yes,feet,4.0,end,irrelevant
82,predict,predict,,,stripes,feet,W,C,Yes,feet,-2.0,end,irrelevant
276,predict,predict,,,stripes,feet,E,F,Yes,feet,2.0,end,irrelevant
228,predict,predict,,,stripes,feet,E,C,Yes,feet,2.0,end,irrelevant
229,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
291,predict,predict,,,feet,stripes,W,F,Yes,feet,5.0,end,relevant
219,predict,predict,,,feet,stripes,E,F,No,feet,0.0,end,relevant
125,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
77,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
81,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
44,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
87,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
292,predict,predict,,,stripes,feet,E,F,Yes,feet,2.0,end,irrelevant
144,predict,predict,,,stripes,feet,E,F,Yes,feet,-6.0,end,irrelevant
149,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
237,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
171,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
202,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
179,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
10,predict,predict,,,stripes,feet,W,C,Yes,feet,-5.0,end,irrelevant
261,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
66,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
139,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
215,predict,predict,,,feet,stripes,W,F,Yes,feet,5.0,end,relevant
1,predict,predict,,,feet,stripes,E,C,Yes,feet,4.0,end,relevant
84,predict,predict,,,stripes,feet,E,F,Yes,feet,5.0,end,irrelevant
231,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
244,predict,predict,,,stripes,feet,E,C,Yes,feet,-6.0,end,irrelevant
7,predict,predict,,,feet,stripes,W,F,Yes,feet,-4.0,end,relevant
243,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
14,predict,predict,,,stripes,feet,W,F,Yes,feet,4.0,end,irrelevant
255,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
137,predict,predict,,,feet,stripes,W,C,Yes,feet,-5.0,end,relevant
98,predict,predict,,,stripes,feet,W,C,Yes,feet,3.0,end,irrelevant
21,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
271,predict,predict,,,feet,stripes,E,F,Yes,feet,-5.0,end,relevant
183,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
280,predict,predict,,,stripes,feet,E,F,Yes,feet,6.0,end,irrelevant
118,predict,predict,,,stripes,feet,W,F,Yes,feet,3.0,end,irrelevant
155,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
287,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
54,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
65,predict,predict,,,feet,stripes,E,C,Yes,feet,3.0,end,relevant
203,predict,predict,,,feet,stripes,W,F,Yes,feet,4.0,end,relevant
59,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
103,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
85,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
131,predict,predict,,,feet,stripes,W,F,No,feet,0.0,end,relevant
170,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
12,predict,predict,,,stripes,feet,E,F,Yes,feet,5.0,end,irrelevant
281,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
227,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
268,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
296,predict,predict,,,stripes,feet,E,F,Yes,feet,2.0,end,irrelevant
294,predict,predict,,,stripes,feet,W,F,Yes,feet,7.0,end,irrelevant
37,predict,predict,,,feet,stripes,E,C,Yes,feet,-4.0,end,relevant
124,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
209,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
123,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
217,predict,predict,,,feet,stripes,W,C,Yes,feet,3.0,end,relevant
69,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
226,predict,predict,,,stripes,feet,W,C,Yes,feet,6.0,end,irrelevant
72,predict,predict,,,stripes,feet,E,F,Yes,feet,-3.0,end,irrelevant
129,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
48,predict,predict,,,stripes,feet,E,F,Yes,feet,3.0,end,irrelevant
190,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
236,predict,predict,,,stripes,feet,E,C,Yes,feet,6.0,end,irrelevant
178,predict,predict,,,stripes,feet,W,F,Yes,feet,6.0,end,irrelevant
16,predict,predict,,,stripes,feet,E,F,Yes,feet,-4.0,end,irrelevant
119,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
107,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
168,predict,predict,,,stripes,feet,E,C,Yes,feet,4.0,end,irrelevant
73,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
138,predict,predict,,,stripes,feet,W,C,Yes,feet,-2.0,end,irrelevant
214,predict,predict,,,stripes,feet,W,C,Yes,feet,6.0,end,irrelevant
151,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
99,predict,predict,,,feet,stripes,W,F,Yes,feet,7.0,end,relevant
187,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
128,predict,predict,,,stripes,feet,E,F,Yes,feet,7.0,end,irrelevant
58,predict,predict,,,stripes,feet,W,C,Yes,feet,4.0,end,irrelevant
224,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
140,predict,predict,,,stripes,feet,E,C,Yes,feet,3.0,end,irrelevant
232,predict,predict,,,stripes,feet,E,F,Yes,feet,6.0,end,irrelevant
9,predict,predict,,,feet,stripes,W,C,No,feet,0.0,end,relevant
4,predict,predict,,,stripes,feet,E,F,Yes,feet,6.0,end,irrelevant
191,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
80,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
252,predict,predict,,,stripes,feet,E,F,Yes,feet,-4.0,end,irrelevant
141,predict,predict,,,feet,stripes,W,C,Yes,feet,6.0,end,relevant
200,predict,predict,,,stripes,feet,E,F,Yes,feet,4.0,end,irrelevant
39,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
17,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
108,predict,predict,,,stripes,feet,E,C,No,feet,0.0,end,irrelevant
11,predict,predict,,,feet,stripes,W,F,Yes,feet,5.0,end,relevant
121,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
188,predict,predict,,,stripes,feet,E,F,Yes,feet,3.0,end,irrelevant
167,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
150,predict,predict,,,stripes,feet,W,C,Yes,feet,-5.0,end,irrelevant
184,predict,predict,,,stripes,feet,E,F,Yes,feet,-5.0,end,irrelevant
19,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
38,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
180,predict,predict,,,stripes,feet,E,F,Yes,feet,4.0,end,irrelevant
89,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
279,predict,predict,,,feet,stripes,E,F,Yes,feet,7.0,end,relevant
95,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
20,predict,predict,,,stripes,feet,E,C,Yes,feet,2.0,end,irrelevant
117,predict,predict,,,feet,stripes,W,C,Yes,feet,4.0,end,relevant
160,predict,predict,,,stripes,feet,E,F,Yes,feet,3.0,end,irrelevant
109,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
234,predict,predict,,,stripes,feet,W,C,Yes,feet,7.0,end,irrelevant
176,predict,predict,,,stripes,feet,E,F,Yes,feet,3.0,end,irrelevant
18,predict,predict,,,stripes,feet,W,F,Yes,feet,7.0,end,irrelevant
210,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
5,predict,predict,,,feet,stripes,W,C,Yes,feet,5.0,end,relevant
106,predict,predict,,,stripes,feet,W,C,Yes,feet,2.0,end,irrelevant
127,predict,predict,,,feet,stripes,W,F,Yes,feet,6.0,end,relevant
120,predict,predict,,,stripes,feet,E,F,Yes,feet,6.0,end,irrelevant
25,predict,predict,,,feet,stripes,W,C,Yes,feet,7.0,end,relevant
182,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
205,predict,predict,,,feet,stripes,E,C,Yes,feet,4.0,end,relevant
96,predict,predict,,,stripes,feet,E,C,Yes,feet,7.0,end,irrelevant
42,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
259,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
288,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
247,predict,predict,,,feet,stripes,E,F,Yes,feet,3.0,end,relevant
221,predict,predict,,,feet,stripes,W,C,Yes,feet,-4.0,end,relevant
130,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
241,predict,predict,,,feet,stripes,E,C,Yes,feet,7.0,end,relevant
249,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
277,predict,predict,,,feet,stripes,E,C,Yes,feet,6.0,end,relevant
111,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
8,predict,predict,,,stripes,feet,E,F,No,feet,0.0,end,irrelevant
290,predict,predict,,,stripes,feet,W,C,No,feet,0.0,end,irrelevant
213,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
223,predict,predict,,,feet,stripes,E,F,Yes,feet,6.0,end,relevant
36,predict,predict,,,stripes,feet,E,F,Yes,feet,5.0,end,irrelevant
112,predict,predict,,,stripes,feet,E,C,Yes,feet,-4.0,end,irrelevant
104,predict,predict,,,stripes,feet,E,C,Yes,feet,6.0,end,irrelevant
51,predict,predict,,,feet,stripes,E,F,Yes,feet,5.0,end,relevant
293,predict,predict,,,feet,stripes,E,C,Yes,feet,-5.0,end,relevant
90,predict,predict,,,stripes,feet,W,C,Yes,feet,6.0,end,irrelevant
114,predict,predict,,,stripes,feet,W,F,No,feet,0.0,end,irrelevant
110,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
29,predict,predict,,,feet,stripes,E,C,Yes,feet,5.0,end,relevant
285,predict,predict,,,feet,stripes,E,C,No,feet,0.0,end,relevant
161,predict,predict,,,feet,stripes,W,C,Yes,feet,2.0,end,relevant
235,predict,predict,,,feet,stripes,W,F,Yes,feet,-6.0,end,relevant
78,predict,predict,,,stripes,feet,W,C,Yes,feet,5.0,end,irrelevant
197,predict,predict,,,feet,stripes,W,C,Yes,feet,4.0,end,relevant
