participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
201,"['It is a healthy reptile and on the younger side so should be better at providing for the young.', 'Looks young and healthy living in a healthy environment.\xa0', ""looks young and healthy but has more of a webbed foot and the stripes are different.\xa0 Maybe the stripes don't camoflauge as well."", 'this one looks to young this season so next season will probably be better.', 'the toes are not webbed and looks fully grown with the stripes on an angle to help with camoflauge', 'looks like a mature reptile and is thicker through the mouth area.\xa0 Good feet and stripes are going around its body', 'looks on the younger side maybe needs to mature some more before its in good breeding season', 'looks more like an adolescent so could have babies but would be better to wait for more growth', 'has the pointy feet, even though the stripes are opposite from what I thought.', 'has the pointy feet and the stripes are up and right, which I thought were the correct way for a mature reptile.', 'this reptile has the webbed looking feet which i think means younger.\xa0 The stripes are up and to the right', 'This one has webbed feet so on the younger side but old enough to cycle.\xa0 The stripes are down and left not good for camoflauge, need some more maturity.', 'This one has the pointy feet and the stripes going down and left.\xa0 I think its a fully mature reptile', 'The webbed feet show its younger but the stripes show older so in the middle stage like adolescent', 'the feet are pointy and the stripes go up and right showing its in the prime of life for breeding.', 'the webbed feet show young the stripes show young so just need a touch more age to be good but still can be bred']",['I thought that I knew but now I am not so sure.\xa0 I know some animals can breed younger that others so thats what I thought after'],"[10.0, 8.0, 3.0, 3.0, 6.0, 5.0, 3.0, 5.0, 10.0, 6.0, 1.0, 6.0, 8.0, 4.0, 9.0, 5.0]",1195.9464,"['E_C', 'E_F', 'W_C', 'W_F']","[10.0, 6.0, 7.0, 3.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",201,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,7.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,4.0,Yes, Up/Right,4.0,Yes, Up/Right,3.0
005,"['Reptile had 6 offspring live to maturity, possibly due to curved to the right stripes.', 'Stripes curved to the left, same toes as previous image so no difference there.', 'Possibly toes, these are webbed', 'Toes are webbed', 'Toes are webbed', 'Toes are webbed', 'Toes are curled', 'Possible pattern to the right', 'Stripes up and to the right', 'Stripes to the right, toes webbed', 'webbed toes, stripes to the left', 'Curled toes, stripes to the left', 'Curled toes, stripes up and to the right', 'webbed toes, stripes up and to the right', 'webbed toes, stripes up and to the left', 'curled toes, stripes up and to the left']","['The study was mostly clear, the only thing I should have understood clearer is that I needed to look at both toes and pattern; I assumed I would be looking at one then another not both at the same time.']","[6.0, 7.0, 4.0, 5.0, 2.0, 3.0, 7.0, 3.0, 7.0, 3.0, 3.0, 9.0, 10.0, 5.0, 4.0, 9.0]",419.4333,"['W_F', 'E_C', 'W_C', 'E_F']","[4.0, 9.0, 7.0, 3.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",5,"['E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,No,,,No,,
255,"[""Perhaps the stripes make it less attractive to mates so it doesn't breed much\r\n"", 'Because the stripes point more upward, the reptile is more fertile', ""I'm not sure now, maybe stripes are irrelevant."", ""Because of it's more horizontal stripes and geographic location"", ""Because of it's stripes"", ""Because of it's stripes and moderate fertility"", ""I'm not sure"", 'Unsure because it looks the same as the last one', ""Because of it's toes and stripes?"", 'Because it has opposite toes and stripes than the last one', 'It has somewhat horizontal stripes and curved toes', 'it has upward stripes and pointy toes', 'upward stripes and pointed toes', 'horizontal stripes and round toes are good for fertility', 'pointy toes are bad for fertility', 'rounded toes are better for fertility\xa0']",['It became more clear as it went on'],"[2.0, 7.0, 1.0, 7.0, 2.0, 5.0, 5.0, 7.0, 3.0, 7.0, 7.0, 3.0, 2.0, 9.0, 3.0, 9.0]",413.123,"['W_F', 'E_C', 'W_C', 'E_F']","[3.0, 10.0, 9.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",255,"['W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,No,,,Yes, Up/Right,5.0,No,,
181,"['They are fully capable of walking and reproducing healthy offspring', 'This offspring has different sized eyes and is not ideal', 'They all look the same to me, this offspring could be a little older', ""Looks the same to me, so I'm not sure."", 'This reptile is happy but has issues with mobility?', ""I'm not sure why, it does look like it varies in shade of green a little"", 'It looks happy and healthy in terms of fertility', 'It looks smaller and more adaptable to nature', 'It has curved feet which is not ideal', 'It has lines that go downwards', 'It has both webbed feet and lines that go up', 'It has lines that go down but curved feet', ""I'm not sure as its feet look the same as the last one along with the lines"", 'The lines are going up but it has curved feet', 'It has webbed feet but shorter lines', 'It has long lines going up and down']",['I was very confused at the beginning even spotting differences in the reptiles but understood it more as I went on!'],"[10.0, 4.0, 6.0, 6.0, 5.0, 1.0, 8.0, 9.0, 5.0, 5.0, 3.0, 7.0, 5.0, 6.0, 5.0, 1.0]",484.6197,"['W_F', 'W_C', 'E_C', 'E_F']","[6.0, 5.0, 4.0, 4.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",181,"['W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,3.0,2.0,feet,stripes,C,E,W,F,Yes,Webbed,4.0,Yes,Webbed,4.0,Yes,Up/Left,5.0,Yes,Up/Left,4.0
125,"['has stripes horizontally', 'has stripes horizontally\xa0', 'has stripes vertically', 'has stripes vertically\xa0', 'has stripes horizontally', 'stripes vertically\xa0', 'has stripes vertically\xa0', 'has stripes horizontal\xa0', 'stripes up right non webbed', 'stripes up left webbed feet', 'striped up to the right with web feet', 'non webbed feet up to the left stripes', 'up to the right and non web feet', 'stripes to the left with non webbed feet', 'stripes to the right and webbed feet equal les fertility\xa0', 'webbed feet and up to the left striped is more fertile\xa0']",[],"[4.0, 3.0, 4.0, 5.0, 7.0, 4.0, 8.0, 4.0, 9.0, 5.0, 1.0, 10.0, 9.0, 6.0, 1.0, 6.0]",441.16,"['W_F', 'E_F', 'E_C', 'W_C']","[6.0, 2.0, 4.0, 8.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",125,"['W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,5.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,No,,,Yes,Up/Left,5.0,Yes,Up/Left,5.0
162,"['This reptile received this score because it has half the stripes.', 'This reptile received this score because it produced more offspring.\xa0', 'Because it produced more offspring.', 'This reptile received this score because it did not produce many offspring.', 'This reptile received this score because it produced a few offspings.', 'This reptile received this score because it produced many offsrings.', 'This reptile received this score because it produced the most offsprings.', 'This reptile received this score because it only produced two offspings.', 'Because the reptiles feet are webbed.', 'Because the reptile has up-left stripes.', 'Because the reptile has up-right stripes and curved feet.', 'Because the reptile has up-left stripes and curved feet.', 'Because the reptile has up-right stripes and curved feet.', 'Because the reptile up-right stripes.', 'Because the reptile has webbed feet.', 'Because the reptile has up-right stripes.']",['No comments.'],"[4.0, 7.0, 7.0, 1.0, 3.0, 6.0, 10.0, 2.0, 1.0, 8.0, 4.0, 7.0, 6.0, 5.0, 4.0, 10.0]",1213.9866,"['W_C', 'W_F', 'E_F', 'E_C']","[7.0, 6.0, 4.0, 1.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",162,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,7.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,5.0,No,,,Yes,Up/Left,4.0,No,,
198,"[""This reptile has webbed feet and stripes that go up and to the left. So far, based on this sample size of 1, either of these factors could play a role in determining the reptile's fairly strong fertility.\xa0"", 'This reptile has clawed feet and stripes that go up and to the left.\xa0 It is just slightly less fertile than the previous reptile, which had webbed feet. I am not yet confident the feet play a role in fertility.\xa0', 'This reptile has clawed feet and stripes that go up and to the right. So far, it is the least fertile reptile --- reason is not yet clear based on the sample size.\xa0', 'Webbed feet and stripes that go up and to the right. Webbed feet reptiles have had fertility rates above and below 5 so far, as have right-striped reptiles. No clear factor yet.\xa0', 'This is the same as the second reptile, I believe. Same fertility score. Reasoning not yet clear.', 'Clawed and up to the right. No clear reason yet.\xa0', 'Webbed and up to the left. I think this combo has been slightly lower, except for the first one, which was 8?\xa0', 'Webbed and up to the right. Low fertility -- webbed might have something to do with it, but not consistently.\xa0', 'Webbed and up to the right = lowest score. Webbed feet low?\xa0', 'Curved and up to the right lowest score --- I retract my previous hypothesis, webbed is not the factor\xa0', 'Webbed and up to the left -- highest fertility --- up to the left the factor?\xa0', 'Curved and up to the left -- still over 5, could still be up to the left = more fertile.\xa0', 'Webbed and up to the left --- seeming like up to the left is the factor that may be correlated to higher fertility (but probably not cause)', 'curved and up to the right -- lowest score -- stripe direction correlation continues\xa0', 'webbed and up to the right -- medium score -- stripe direction could still be factor, I would want to see where up to the right caps', 'Up to the left, high score, correlation continues\xa0']",[],"[8.0, 7.0, 4.0, 6.0, 7.0, 6.0, 5.0, 2.0, 1.0, 1.0, 10.0, 6.0, 7.0, 1.0, 6.0, 7.0]",948.9979,"['E_C', 'E_F', 'W_C', 'W_F']","[4.0, 4.0, 7.0, 7.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",198,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C']",1,5.0,1.0,stripes,feet,F,E,W,C,No,,,No,,,Yes,Up/Left,4.0,No,,
293,"['it has curly feet', 'its stripes are angled up to the left', 'agled to the riht stripes and webbed feet', 'stripes are angled up to the left, and its feet are curved', 'stripes are angled up to the left , and it has curved feet', 'it has webbed feet', 'stripes are angled up to the right and it has curved feet', 'it has curved feet', 'stripes are angled to the left, and it had curved feet', 'stripes are angled up to the right and it has webbed feet', 'it had webbed feet thus reducing the fertility score', 'its curved feet\xa0', 'stripes are angled up to the left', 'its stripes are angled up to the right and it has curved feet', 'its stripes are angled up to the left, and it has webbed feet', 'its stripes are angled up to the right which increases its fertility score']",[],"[5.0, 4.0, 5.0, 10.0, 7.0, 1.0, 3.0, 8.0, 8.0, 5.0, 7.0, 10.0, 6.0, 10.0, 5.0, 7.0]",696.5203,"['E_C', 'W_C', 'W_F', 'E_F']","[10.0, 7.0, 5.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",293,"['E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,7.0,Yes, Up/Right,6.0,Yes,Up/Left,7.0
009,"['pointy feet stripes left to right', 'pointy feet stripes right to left', 'pointy feet stripes left to right', 'web feet stripes right to left light colored tips on feet', 'web feet stripes left to right light colored tips on feet', 'pointy feet stripes right to left light colored tips on feet', 'pointy feet stripes right to left', 'pointy feet stripes left to right', 'pointy feet', 'pointy feet', 'stripes right to left', 'stripes left to right', 'pointy feet', 'pointy feet', 'web feet', 'web feet']",['A bit confusing for me.'],"[1.0, 5.0, 5.0, 3.0, 1.0, 4.0, 10.0, 6.0, 7.0, 9.0, 5.0, 5.0, 5.0, 10.0, 4.0, 4.0]",535.0997,"['W_C', 'E_C', 'W_F', 'E_F']","[6.0, 10.0, 2.0, 4.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'high', 'low', 'low']",9,"['E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,4.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,Yes,Up/Left,4.0,No,,
176,"['they have curvy legs', 'they have curvy legs', 'they have flat legs', 'they have flat legs and flat legs are more fertile', 'the circle legs make it fertile', 'sharp legs is less fertile', 'webby legs make it more fertile', 'sharp legs have less fertility', 'webby legs have high fertility', 'it has webby legs', 'it has sharp legs and stripes going left', 'it has stripes going right', 'it has webby legs and stripes going left', 'it has sharp legs and stripes going right', 'it has stripes going left\xa0', 'it has webby legs and stripes going right']",['All the instructions can be on one page'],"[3.0, 7.0, 6.0, 9.0, 4.0, 3.0, 7.0, 2.0, 5.0, 10.0, 9.0, 4.0, 8.0, 3.0, 9.0, 6.0]",203.363,"['E_C', 'E_F', 'W_C', 'W_F']","[2.0, 4.0, 5.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",176,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,5.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,5.0,Yes, Up/Right,6.0,No,,
085,"['With webbed feet and stripes ascending to the right, it is too early to discern a patter as to why it received a low fertility score. Could be that the environment had a higher part to play', 'Contains webbed feet and stripes ascending to the left, also a below average fertility. Initial hypothesis is the webbed feet result in lower fertility, while stripes to the left result in higher. Possible that wetlands environment plays a role', 'Non-webbed feet and stripes to the right, same score as webbed feet and stripes to the left. Initial hypothesis uncertain', 'Non-webbed feet and stripes to the left. Initial hypothesis of stripes to the left increase chance of fertility supported, as well as webbed feet decrease chance.', 'webbed feet and stripes to the left. Lowest score of 1, stripes to the left likely not related to fertility score as much as foot type. Webbed vs non-webbed believed to play a role in conjunction with environment type', 'Stripes to the right and non-webbed feet. Again a high score with non-webbed feet, indicates that foot type plays a significant role in fertility score. If webbed feet decrease score, assumptions can be made that the offspring or parent do not survive due to motility issues relating to environment, or predators', 'Stripes to the left, non-webbed feet, high fertility score. Foot type further supported to being significant factor in fertility score, stripe direction not likely a factor', 'Webbed feet, low score. Further evidence for foot type to be a significant factor. If webbed feet are not favored, it could be extrapolated that the habitat for these reptiles is not amphibious, perhaps in tree canopies, which would favor dexterity of non-webbed feet', 'Perceived webbed foot outlier. Stripes to the right not likely to matter', 'stripes to the right, curved/sharp feet, above average score. Further evidence to presume that climbing and mobility on dry land are more important for survival than mobility in wet environments', 'Sharp feet, high score', 'Webbed feet, lowest score', 'webbed feet, low score. Though no obvious association between score and stripe direction can be inferred, it is still possible that stripe direction is more beneficial to webbed foot reptiles, and increases their score despite webbed feet.', 'Original hypothesis of left-ascending stripes benefit fertility could only apply to those with webbed feet.', 'Sharp feet, above average score, higher than the right-ascending variants of sharp-footed reptiles. Could be simple variable interference\xa0', 'right ascending stripes, sharp footed, median score. Possible that stripe direction does play a role, just significantly less impactful than foot type']","['Additional background information beyond ""Central American Rainforest"" would be appreciated']","[3.0, 4.0, 4.0, 8.0, 1.0, 8.0, 9.0, 1.0, 5.0, 6.0, 9.0, 1.0, 3.0, 2.0, 7.0, 5.0]",1082.7723,"['E_C', 'W_C', 'W_F', 'E_F']","[6.0, 7.0, 3.0, 2.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",85,"['E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,6.0,Yes,Up/Left,1.0,No,,
139,"['He has angled strips', 'His strips are angled forward', 'because his tail is straight', 'because his strips are angled backwards', 'because his strips are facing forward', 'because his strips are facing down', 'because his strips are facing forward', 'becuase his strips are facing down', 'because of his lines goinog down', 'because of his webbed toes', 'because of his forward facing strips', 'because of his webbed toes', 'because of his angled strips', 'because of his not webbed toes', 'because of his strips', 'because of his front facing strips']",[],"[7.0, 8.0, 3.0, 3.0, 6.0, 7.0, 7.0, 1.0, 4.0, 5.0, 8.0, 5.0, 8.0, 7.0, 5.0, 5.0]",595.1077,"['E_F', 'W_F', 'W_C', 'E_C']","[8.0, 3.0, 7.0, 6.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",139,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,5.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,5.0,No,,,Yes,Up/Left,6.0,Yes, Up/Right,5.0
