participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
297,"[5.0, 7.0, 9.0, 4.0, 5.0, 2.0, 5.0, 3.0, 6.0, 6.0, 3.0, 5.0, 5.0, 6.0, 8.0, 5.0]","[7.0, 9.0, 1.0, 3.0, 1.0, 6.0, 1.0, 6.0, 9.0, 1.0, 4.0, 10.0, 8.0, 1.0, 4.0, 5.0]","[2.0, 2.0, 8.0, 1.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 1.0, 5.0, 3.0, 5.0, 4.0, 0.0]",['I honestly wish that the differences were a little more pronounced but there may have been a reason they were subtle. I guess that I will find out on the debriefing form.\xa0'],906.4502,"['E_C', 'W_F', 'W_C', 'E_F']","[8.0, 5.0, 8.0, 3.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",297,"['W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,6.0,4.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,4.0,No,,,No,,,No,,
032,"[8.0, 8.0, 9.0, 6.0, 3.0, 7.0, 5.0, 2.0, 10.0, 7.0, 10.0, 2.0, 10.0, 10.0, 4.0, 8.0]","[6.0, 5.0, 1.0, 9.0, 2.0, 7.0, 7.0, 7.0, 4.0, 8.0, 7.0, 4.0, 1.0, 10.0, 4.0, 10.0]","[2.0, 3.0, 8.0, 3.0, 1.0, 0.0, 2.0, 5.0, 6.0, 1.0, 3.0, 2.0, 9.0, 0.0, 0.0, 2.0]",[],465.0224,"['W_C', 'W_F', 'E_C', 'E_F']","[1.0, 5.0, 10.0, 7.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",32,"['E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,6.0,5.0,stripes,feet,C,W,E,F,Yes,Webbed,3.0,Yes,Webbed,6.0,Yes, Up/Right,6.0,Yes,Up/Left,5.0
212,"[6.0, 8.0, 5.0, 5.0, 4.0, 6.0, 8.0, 5.0, 5.0, 6.0, 4.0, 8.0, 6.0, 10.0, 6.0, 4.0]","[8.0, 8.0, 2.0, 6.0, 4.0, 6.0, 7.0, 4.0, 6.0, 8.0, 5.0, 10.0, 1.0, 8.0, 7.0, 4.0]","[2.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 5.0, 2.0, 1.0, 0.0]",[],280.7991,"['E_F', 'W_F', 'E_C', 'W_C']","[8.0, 6.0, 6.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",212,"['E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C']",1,7.0,1.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,4.0,Yes, Up/Right,7.0,Yes, Up/Right,7.0
262,"[5.0, 5.0, 6.0, 6.0, 5.0, 8.0, 5.0, 3.0, 4.0, 5.0, 7.0, 6.0, 3.0, 8.0, 4.0, 9.0]","[2.0, 1.0, 7.0, 8.0, 10.0, 2.0, 1.0, 7.0, 3.0, 10.0, 7.0, 6.0, 2.0, 7.0, 5.0, 2.0]","[3.0, 4.0, 1.0, 2.0, 5.0, 6.0, 4.0, 4.0, 1.0, 5.0, 0.0, 0.0, 1.0, 1.0, 1.0, 7.0]","[""At first, I wasn't sure what differences exactly I was looking at. Without seeing all the animals at once, it was hard to notice differences relative to each other.""]",404.4424,"['W_C', 'E_C', 'E_F', 'W_F']","[6.0, 8.0, 4.0, 3.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",262,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,4.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0,Yes, Up/Right,3.0
023,"[4.0, 1.0, 3.0, 8.0, 5.0, 9.0, 10.0, 5.0, 3.0, 4.0, 3.0, 8.0, 2.0, 3.0, 2.0, 8.0]","[1.0, 2.0, 10.0, 8.0, 6.0, 8.0, 7.0, 7.0, 8.0, 4.0, 7.0, 1.0, 2.0, 8.0, 7.0, 10.0]","[3.0, 1.0, 7.0, 0.0, 1.0, 1.0, 3.0, 2.0, 5.0, 0.0, 4.0, 7.0, 0.0, 5.0, 5.0, 2.0]",[],370.589,"['E_C', 'E_F', 'W_F', 'W_C']","[10.0, 7.0, 3.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",23,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,5.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Curved/Pointy,6.0,Yes, Up/Right,5.0,Yes, Up/Right,2.0
264,"[8.0, 3.0, 5.0, 1.0, 8.0, 7.0, 8.0, 10.0, 2.0, 6.0, 9.0, 9.0, 7.0, 5.0, 1.0, 9.0]","[7.0, 3.0, 7.0, 9.0, 9.0, 3.0, 6.0, 8.0, 3.0, 7.0, 8.0, 1.0, 4.0, 5.0, 5.0, 4.0]","[1.0, 0.0, 2.0, 8.0, 1.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0, 8.0, 3.0, 0.0, 4.0, 5.0]","['I thought it was interesting that the features that signified fertility were physical characteristics. This makes me think there is a mutation that these lizards prefer and their biological systems have a better chance of passing on. This also makes me think the lizards shown were all female and the females of this species are the ones that have to show their ability to pass on genes, which is extremely different than how mating works for most other species.']",510.7363,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 3.0, 8.0, 8.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",264,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C']",1,7.0,1.0,stripes,feet,F,W,E,C,No,,,Yes, Curved/Pointy,6.0,Yes,Up/Left,5.0,No,,
238,"[7.0, 3.0, 4.0, 8.0, 5.0, 5.0, 6.0, 5.0, 3.0, 6.0, 8.0, 3.0, 2.0, 7.0, 8.0, 9.0]","[5.0, 4.0, 7.0, 5.0, 6.0, 2.0, 9.0, 2.0, 7.0, 8.0, 9.0, 1.0, 6.0, 1.0, 10.0, 7.0]","[2.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 4.0, 2.0, 1.0, 2.0, 4.0, 6.0, 2.0, 2.0]","['In the initial phase, I noticed that upward left scored much higher than upward right, so I continued that idea in the second phase. Also I adjusted my scores for a current one based on if the previous one had an increase or decrease from the first round and followed that for my choice.\xa0']",721.871,"['W_F', 'W_C', 'E_F', 'E_C']","[7.0, 9.0, 3.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",238,"['E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,2.0,stripes,feet,C,E,W,F,No,,,No,,,Yes,Up/Left,7.0,Yes,Up/Left,6.0
267,"[8.0, 2.0, 10.0, 1.0, 5.0, 3.0, 9.0, 10.0, 2.0, 10.0, 2.0, 9.0, 1.0, 8.0, 4.0, 8.0]","[8.0, 2.0, 10.0, 9.0, 7.0, 9.0, 3.0, 4.0, 4.0, 7.0, 4.0, 9.0, 3.0, 6.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 8.0, 2.0, 6.0, 6.0, 6.0, 2.0, 3.0, 2.0, 0.0, 2.0, 2.0, 1.0, 5.0]",[],321.543,"['W_C', 'W_F', 'E_F', 'E_C']","[3.0, 8.0, 9.0, 2.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",267,"['E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,7.0,7.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,No,,,Yes, Up/Right,5.0,No,,
034,"[6.0, 9.0, 5.0, 8.0, 3.0, 8.0, 7.0, 8.0, 6.0, 8.0, 9.0, 5.0, 6.0, 6.0, 6.0, 8.0]","[2.0, 3.0, 8.0, 6.0, 9.0, 6.0, 10.0, 3.0, 8.0, 5.0, 4.0, 3.0, 4.0, 3.0, 9.0, 10.0]","[4.0, 6.0, 3.0, 2.0, 6.0, 2.0, 3.0, 5.0, 2.0, 3.0, 5.0, 2.0, 2.0, 3.0, 3.0, 2.0]",['none==='],342.8974,"['E_C', 'E_F', 'W_C', 'W_F']","[7.0, 5.0, 8.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",34,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,4.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,5.0,No,,,Yes,Up/Left,5.0
164,"[5.0, 4.0, 6.0, 6.0, 5.0, 6.0, 7.0, 6.0, 2.0, 7.0, 5.0, 7.0, 2.0, 8.0, 5.0, 3.0]","[6.0, 6.0, 8.0, 8.0, 2.0, 3.0, 8.0, 7.0, 4.0, 5.0, 6.0, 1.0, 2.0, 9.0, 10.0, 1.0]","[1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 6.0, 0.0, 1.0, 5.0, 2.0]",[],405.8238,"['E_F', 'E_C', 'W_C', 'W_F']","[8.0, 9.0, 4.0, 2.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",164,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,7.0,1.0,stripes,feet,C,W,E,F,Yes,Webbed,5.0,Yes,Webbed,3.0,Yes, Up/Right,4.0,No,,
052,"[5.0, 7.0, 8.0, 3.0, 3.0, 9.0, 9.0, 7.0, 3.0, 3.0, 7.0, 8.0, 9.0, 8.0, 6.0, 4.0]","[2.0, 8.0, 9.0, 9.0, 3.0, 2.0, 5.0, 8.0, 7.0, 6.0, 9.0, 4.0, 8.0, 5.0, 9.0, 5.0]","[3.0, 1.0, 1.0, 6.0, 0.0, 7.0, 4.0, 1.0, 4.0, 3.0, 2.0, 4.0, 1.0, 3.0, 3.0, 1.0]",[],584.7496,"['W_F', 'W_C', 'E_F', 'E_C']","[7.0, 9.0, 6.0, 7.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",52,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,6.0,2.0,stripes,feet,C,W,E,F,No,,,Yes, Curved/Pointy,5.0,No,,,No,,
218,"[9.0, 6.0, 8.0, 9.0, 8.0, 3.0, 3.0, 2.0, 6.0, 8.0, 10.0, 2.0, 1.0, 2.0, 4.0, 4.0]","[6.0, 7.0, 8.0, 5.0, 2.0, 6.0, 4.0, 4.0, 3.0, 7.0, 10.0, 1.0, 2.0, 6.0, 4.0, 8.0]","[3.0, 1.0, 0.0, 4.0, 6.0, 3.0, 1.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 4.0]",['I'],428.8307,"['E_F', 'E_C', 'W_C', 'W_F']","[2.0, 3.0, 7.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",218,"['E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,7.0,stripes,feet,F,E,W,C,No,,,No,,,No,,,Yes, Up/Right,6.0
075,"[6.0, 7.0, 4.0, 7.0, 1.0, 1.0, 8.0, 10.0, 4.0, 8.0, 1.0, 10.0, 6.0, 10.0, 1.0, 1.0]","[1.0, 6.0, 10.0, 3.0, 3.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 3.0, 5.0, 5.0, 4.0, 6.0]","[5.0, 1.0, 6.0, 4.0, 2.0, 6.0, 1.0, 3.0, 2.0, 2.0, 4.0, 7.0, 1.0, 5.0, 3.0, 5.0]",[],380.043,"['W_C', 'E_C', 'W_F', 'E_F']","[7.0, 2.0, 4.0, 10.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",75,"['E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,6.0,1.0,feet,stripes,F,E,W,C,Yes,Webbed,4.0,No,,,Yes,Up/Left,3.0,Yes,Up/Left,6.0
208,"[1.0, 1.0, 5.0, 4.0, 7.0, 9.0, 5.0, 1.0, 9.0, 3.0, 3.0, 10.0, 10.0, 2.0, 7.0, 5.0]","[1.0, 5.0, 3.0, 10.0, 10.0, 2.0, 1.0, 10.0, 8.0, 3.0, 1.0, 5.0, 7.0, 9.0, 5.0, 8.0]","[0.0, 4.0, 2.0, 6.0, 3.0, 7.0, 4.0, 9.0, 1.0, 0.0, 2.0, 5.0, 3.0, 7.0, 2.0, 3.0]",[],1163.259,"['W_C', 'W_F', 'E_C', 'E_F']","[2.0, 8.0, 5.0, 10.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",208,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C']",1,6.0,7.0,stripes,feet,C,W,E,F,Yes,Webbed,6.0,Yes,Webbed,6.0,Yes, Up/Right,6.0,Yes, Up/Right,5.0
027,"[7.0, 8.0, 6.0, 8.0, 7.0, 5.0, 8.0, 8.0, 5.0, 8.0, 6.0, 10.0, 6.0, 7.0, 10.0, 7.0]","[10.0, 5.0, 6.0, 8.0, 10.0, 7.0, 10.0, 5.0, 4.0, 10.0, 7.0, 5.0, 5.0, 10.0, 9.0, 4.0]","[3.0, 3.0, 0.0, 0.0, 3.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 5.0, 1.0, 3.0, 1.0, 3.0]",[],357.776,"['E_C', 'W_F', 'E_F', 'W_C']","[9.0, 8.0, 10.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",27,"['E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,7.0,6.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,5.0,Yes,Webbed,5.0,Yes, Up/Right,5.0,Yes,Up/Left,3.0
003,"[7.0, 6.0, 6.0, 5.0, 3.0, 4.0, 5.0, 8.0, 6.0, 8.0, 3.0, 9.0, 8.0, 9.0, 4.0, 5.0]","[3.0, 2.0, 5.0, 7.0, 7.0, 9.0, 7.0, 8.0, 2.0, 7.0, 4.0, 7.0, 10.0, 10.0, 5.0, 4.0]","[4.0, 4.0, 1.0, 2.0, 4.0, 5.0, 2.0, 0.0, 4.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]",[],492.458,"['E_C', 'W_C', 'W_F', 'E_F']","[4.0, 4.0, 9.0, 9.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",3,"['W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,3.0,feet,stripes,F,E,W,C,Yes,Webbed,5.0,Yes,Webbed,3.0,No,,,No,,
146,"[3.0, 4.0, 5.0, 4.0, 3.0, 6.0, 4.0, 6.0, 4.0, 2.0, 6.0, 4.0, 3.0, 2.0, 4.0, 8.0]","[7.0, 5.0, 2.0, 4.0, 7.0, 10.0, 3.0, 1.0, 5.0, 7.0, 9.0, 5.0, 8.0, 6.0, 1.0, 8.0]","[4.0, 1.0, 3.0, 0.0, 4.0, 4.0, 1.0, 5.0, 1.0, 5.0, 3.0, 1.0, 5.0, 4.0, 3.0, 0.0]","['Near the end I started considering that even though Webbed/Up-Left were highest fertility, one in combination with the lower could produce unexpected result']",717.3843,"['E_F', 'E_C', 'W_F', 'W_C']","[2.0, 5.0, 8.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",146,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,6.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,2.0,Yes,Webbed,2.0,Yes,Up/Left,4.0,Yes,Up/Left,2.0
030,"[2.0, 2.0, 7.0, 4.0, 5.0, 7.0, 4.0, 5.0, 6.0, 3.0, 2.0, 7.0, 4.0, 10.0, 10.0, 2.0]","[7.0, 4.0, 7.0, 5.0, 6.0, 6.0, 1.0, 2.0, 9.0, 3.0, 2.0, 7.0, 1.0, 3.0, 10.0, 6.0]","[5.0, 2.0, 0.0, 1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 3.0, 7.0, 0.0, 4.0]","[""I wasn't able to pinpoint it perfectly""]",709.449,"['E_C', 'W_C', 'E_F', 'W_F']","[4.0, 5.0, 3.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",30,"['W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,6.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,3.0,No,,,Yes,Up/Left,6.0,Yes,Up/Left,5.0
092,"[6.0, 6.0, 9.0, 10.0, 6.0, 7.0, 3.0, 4.0, 4.0, 3.0, 7.0, 6.0, 4.0, 3.0, 8.0, 6.0]","[3.0, 6.0, 6.0, 5.0, 7.0, 6.0, 5.0, 4.0, 3.0, 3.0, 8.0, 7.0, 2.0, 7.0, 8.0, 10.0]","[3.0, 0.0, 3.0, 5.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 4.0, 0.0, 4.0]","['It seemed the score was always higher when the stripes went up to the right. It did also seem to add to the score more with webbed feet, but not quite as much.']",342.2846,"['W_C', 'W_F', 'E_F', 'E_C']","[3.0, 4.0, 10.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",92,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,7.0,1.0,stripes,feet,C,W,E,F,Yes,Webbed,3.0,Yes,Webbed,3.0,Yes, Up/Right,6.0,Yes, Up/Right,5.0
