participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_wing,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,tail_high,tail_low,wing_discrete_slider.response,wing_direction_slider.response,wing_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
078,"[5.0, 6.0, 6.0, 7.0, 5.0, 2.0, 2.0, 5.0, 5.0, 6.0, 5.0, 5.0, 3.0, 4.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0]","[6.0, 5.0, 8.0, 3.0, 5.0, 2.0, 4.0, 5.0, 5.0, 6.0, 6.0, 4.0, 7.0, 4.0, 5.0, 5.0, 3.0, 6.0, 5.0, 6.0, 6.0, 4.0, 7.0, 7.0]","[1.0, 1.0, 2.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0]",[],411.5709,"['N_Y_S', 'T_B_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'N_B_C', 'T_Y_C']","[6.0, 5.0, 5.0, 7.0, 5.0, 6.0, 7.0, 6.0]","['medium', 'high', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium']","['L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1']","['H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2']","['medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'low']",78,"['T_B_C', 'N_B_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_S']",1,tail,color,wing,B,Y,T,N,S,C,Yes, Paws,4.0,Yes,Blue,3.0,Yes,Curly,3.0
145,"[5.0, 3.0, 3.0, 3.0, 5.0, 6.0, 6.0, 3.0, 6.0, 3.0, 5.0, 6.0, 3.0, 4.0, 3.0, 5.0, 5.0, 3.0, 6.0, 4.0, 3.0, 7.0, 7.0, 5.0]","[5.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 3.0, 9.0, 2.0, 6.0, 4.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 6.0, 2.0, 10.0, 7.0, 6.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0]",[],516.0595,"['N_B_C', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C']","[5.0, 7.0, 4.0, 6.0, 4.0, 2.0, 6.0, 8.0]","['medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'high', 'high', 'medium']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2']","['medium', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'high']",145,"['T_Y_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'N_B_S', 'T_Y_S', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'T_Y_C', 'N_B_C']",1,wing,tail,color,B,Y,T,N,C,S,No,,,Yes,Blue,2.0,Yes,Curly,6.0
065,"[3.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 7.0, 7.0, 3.0, 5.0, 5.0, 5.0, 3.0, 4.0, 6.0, 3.0, 5.0, 7.0, 5.0, 4.0, 4.0, 6.0]","[4.0, 4.0, 5.0, 7.0, 3.0, 8.0, 5.0, 5.0, 7.0, 6.0, 5.0, 5.0, 3.0, 3.0, 4.0, 2.0, 3.0, 1.0, 4.0, 6.0, 5.0, 8.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 3.0, 1.0, 4.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0, 3.0, 2.0, 1.0, 1.0, 0.0, 4.0, 1.0, 1.0]",[],307.4159,"['N_B_C', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_Y_S', 'T_B_C']","[4.0, 5.0, 7.0, 3.0, 4.0, 2.0, 4.0, 5.0]","['medium', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'medium']","['L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2']","['H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1']","['I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1']","['medium', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'high']",65,"['T_Y_S', 'N_B_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_B_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_Y_S', 'T_B_C', 'T_B_S', 'N_Y_C']",1,wing,tail,color,Y,B,T,N,C,S,Yes,Wings,5.0,Yes, Yellow,3.0,Yes,Curly,6.0
176,"[5.0, 5.0, 4.0, 8.0, 4.0, 4.0, 7.0, 2.0, 7.0, 3.0, 3.0, 7.0, 2.0, 7.0, 4.0, 7.0, 3.0, 3.0, 4.0, 2.0, 7.0, 7.0, 9.0, 6.0]","[4.0, 6.0, 7.0, 10.0, 5.0, 1.0, 7.0, 6.0, 7.0, 3.0, 4.0, 8.0, 7.0, 4.0, 3.0, 4.0, 1.0, 4.0, 6.0, 8.0, 6.0, 8.0, 5.0, 3.0]","[1.0, 1.0, 3.0, 2.0, 1.0, 3.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 5.0, 3.0, 1.0, 3.0, 2.0, 1.0, 2.0, 6.0, 1.0, 1.0, 4.0, 3.0]",[],351.717,"['T_B_S', 'N_B_S', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_B_C', 'N_Y_S', 'N_Y_C']","[7.0, 8.0, 3.0, 8.0, 6.0, 2.0, 8.0, 4.0]","['low', 'medium', 'medium', 'high', 'medium', 'low', 'high', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'medium']","['L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2']","['I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1']","['L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1']","['high', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'low']",176,"['N_Y_C', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_B_S', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_S']",1,color,tail,wing,B,Y,N,T,S,C,No,,,No,,,Yes, Straight,5.0
057,"[7.0, 6.0, 3.0, 6.0, 4.0, 5.0, 5.0, 7.0, 4.0, 6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 6.0, 4.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 6.0]","[5.0, 3.0, 3.0, 6.0, 5.0, 4.0, 8.0, 7.0, 1.0, 8.0, 5.0, 6.0, 5.0, 6.0, 6.0, 5.0, 2.0, 3.0, 9.0, 4.0, 5.0, 6.0, 6.0, 6.0]","[2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 3.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 3.0, 4.0, 3.0, 1.0, 1.0, 0.0, 0.0]",[],564.0374,"['N_B_C', 'N_Y_S', 'N_B_S', 'N_Y_C', 'T_Y_S', 'T_B_C', 'T_Y_C', 'T_B_S']","[4.0, 4.0, 5.0, 3.0, 3.0, 3.0, 4.0, 6.0]","['medium', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'high', 'low', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium']","['L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1']","['H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2']","['I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1']","['medium', 'low', 'low', 'medium', 'medium', 'high', 'high', 'medium']",57,"['T_B_S', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'N_B_C']",1,tail,wing,color,Y,B,T,N,C,S,No,,,Yes, Yellow,4.0,No,,
101,"[4.0, 5.0, 6.0, 4.0, 7.0, 3.0, 6.0, 5.0, 4.0, 4.0, 6.0, 5.0, 8.0, 6.0, 9.0, 6.0, 9.0, 5.0, 9.0, 7.0, 8.0, 3.0, 4.0, 4.0]","[7.0, 4.0, 4.0, 3.0, 8.0, 5.0, 6.0, 6.0, 5.0, 4.0, 9.0, 4.0, 6.0, 1.0, 8.0, 5.0, 8.0, 5.0, 4.0, 5.0, 7.0, 6.0, 6.0, 3.0]","[3.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 3.0, 1.0, 2.0, 5.0, 1.0, 1.0, 1.0, 0.0, 5.0, 2.0, 1.0, 3.0, 2.0, 1.0]",[],1071.187,"['N_Y_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_C', 'T_B_S', 'N_B_C', 'N_Y_S']","[5.0, 8.0, 5.0, 4.0, 8.0, 6.0, 6.0, 4.0]","['medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'low']","['L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2']","['I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1']","['medium', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'low']",101,"['T_B_S', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'N_B_C', 'N_Y_S']",1,tail,wing,color,B,Y,T,N,C,S,Yes,Wings,5.0,Yes,Blue,2.0,Yes,Curly,2.0
086,"[3.0, 4.0, 5.0, 1.0, 6.0, 3.0, 6.0, 7.0, 7.0, 7.0, 4.0, 5.0, 5.0, 8.0, 5.0, 4.0, 4.0, 6.0, 8.0, 2.0, 1.0, 5.0, 4.0, 9.0]","[3.0, 10.0, 8.0, 5.0, 3.0, 4.0, 3.0, 5.0, 4.0, 9.0, 5.0, 2.0, 5.0, 7.0, 1.0, 5.0, 3.0, 6.0, 6.0, 2.0, 3.0, 4.0, 3.0, 8.0]","[0.0, 6.0, 3.0, 4.0, 3.0, 1.0, 3.0, 2.0, 3.0, 2.0, 1.0, 3.0, 0.0, 1.0, 4.0, 1.0, 1.0, 0.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0]",[],391.0228,"['N_B_C', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'T_Y_C']","[6.0, 4.0, 5.0, 6.0, 4.0, 6.0, 8.0, 2.0]","['low', 'high', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'high']","['L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1']","['L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1']","['medium', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'low']",86,"['T_Y_C', 'T_B_S', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_B_S']",1,color,tail,wing,B,Y,N,T,S,C,Yes, Paws,3.0,Yes,Blue,5.0,Yes, Straight,2.0
170,"[5.0, 5.0, 5.0, 2.0, 9.0, 4.0, 2.0, 4.0, 9.0, 8.0, 5.0, 4.0, 4.0, 2.0, 5.0, 6.0, 4.0, 6.0, 4.0, 2.0, 4.0, 5.0, 9.0, 6.0]","[5.0, 2.0, 9.0, 3.0, 7.0, 3.0, 6.0, 7.0, 7.0, 5.0, 6.0, 2.0, 2.0, 3.0, 7.0, 5.0, 5.0, 6.0, 6.0, 1.0, 2.0, 4.0, 9.0, 5.0]","[0.0, 3.0, 4.0, 1.0, 2.0, 1.0, 4.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 1.0]",[],373.637,"['N_Y_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S']","[4.0, 5.0, 6.0, 5.0, 6.0, 2.0, 3.0, 9.0]","['medium', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium']","['H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1']","['I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2']","['L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2']","['low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high']",170,"['N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'T_B_S', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S']",1,tail,color,wing,B,Y,N,T,S,C,Yes, Paws,5.0,Yes,Blue,6.0,Yes, Straight,6.0
124,"[4.0, 6.0, 3.0, 8.0, 6.0, 7.0, 8.0, 9.0, 7.0, 6.0, 7.0, 8.0, 6.0, 4.0, 6.0, 7.0, 8.0, 6.0, 7.0, 6.0, 5.0, 8.0, 6.0, 7.0]","[8.0, 4.0, 7.0, 6.0, 9.0, 10.0, 3.0, 1.0, 3.0, 8.0, 4.0, 4.0, 2.0, 6.0, 9.0, 4.0, 4.0, 6.0, 6.0, 4.0, 9.0, 7.0, 7.0, 4.0]","[4.0, 2.0, 4.0, 2.0, 3.0, 3.0, 5.0, 8.0, 4.0, 2.0, 3.0, 4.0, 4.0, 2.0, 3.0, 3.0, 4.0, 0.0, 1.0, 2.0, 4.0, 1.0, 1.0, 3.0]",[],251.273,"['N_B_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S']","[7.0, 5.0, 7.0, 5.0, 5.0, 7.0, 7.0, 5.0]","['high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'low']","['H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2']","['H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2']","['medium', 'medium', 'low', 'high', 'high', 'low', 'medium', 'medium']",124,"['T_B_S', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'N_Y_S', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_Y_S', 'N_B_C', 'N_Y_C']",1,tail,color,wing,B,Y,N,T,S,C,No,,,Yes,Blue,5.0,No,,
073,"[5.0, 7.0, 3.0, 5.0, 8.0, 7.0, 3.0, 4.0, 10.0, 5.0, 4.0, 4.0, 9.0, 5.0, 4.0, 3.0, 9.0, 5.0, 3.0, 3.0, 5.0, 7.0, 4.0, 8.0]","[4.0, 3.0, 3.0, 9.0, 10.0, 4.0, 5.0, 6.0, 8.0, 3.0, 5.0, 6.0, 7.0, 5.0, 3.0, 4.0, 7.0, 5.0, 8.0, 4.0, 4.0, 5.0, 2.0, 9.0]","[1.0, 4.0, 0.0, 4.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0, 2.0, 0.0, 5.0, 1.0, 1.0, 2.0, 2.0, 1.0]",[],391.7578,"['T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S']","[8.0, 8.0, 8.0, 5.0, 4.0, 3.0, 9.0, 4.0]","['medium', 'low', 'low', 'high', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'high']","['L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1']","['high', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium']",73,"['T_Y_S', 'N_B_S', 'N_Y_S', 'T_B_C', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'T_B_S', 'N_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_B_C']",1,tail,wing,color,B,Y,T,N,C,S,No,,,Yes, Yellow,3.0,Yes,Curly,7.0
