participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
026,"[6.0, 2.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 4.0, 6.0, 4.0, 8.0, 6.0, 5.0]","[2.0, 6.0, 7.0, 3.0, 8.0, 5.0, 3.0, 4.0, 7.0, 6.0, 7.0, 9.0, 4.0, 2.0, 6.0, 1.0]","[4.0, 4.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 3.0, 3.0, 0.0, 6.0, 0.0, 4.0]",[],385.794,"['W_C', 'W_F', 'E_C', 'E_F']","[6.0, 4.0, 3.0, 8.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",26,"['E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,5.0,5.0,stripes,feet,C,E,W,F,No,,,Yes, Up/Right,5.0
011,"[6.0, 6.0, 5.0, 5.0, 5.0, 8.0, 7.0, 6.0, 6.0, 8.0, 7.0, 4.0, 6.0, 7.0, 6.0, 7.0]","[5.0, 4.0, 9.0, 8.0, 9.0, 4.0, 7.0, 5.0, 5.0, 2.0, 5.0, 10.0, 5.0, 1.0, 9.0, 3.0]","[1.0, 2.0, 4.0, 3.0, 4.0, 4.0, 0.0, 1.0, 1.0, 6.0, 2.0, 6.0, 1.0, 6.0, 3.0, 4.0]",[],322.405,"['E_F', 'W_F', 'E_C', 'W_C']","[4.0, 8.0, 4.0, 7.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",11,"['E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,4.0,feet,stripes,F,W,E,C,No,,,Yes,Up/Left,3.0
139,"[3.0, 5.0, 5.0, 9.0, 9.0, 9.0, 9.0, 3.0, 4.0, 2.0, 4.0, 9.0, 4.0, 4.0, 7.0, 2.0]","[5.0, 4.0, 9.0, 9.0, 10.0, 3.0, 5.0, 4.0, 2.0, 3.0, 10.0, 4.0, 5.0, 7.0, 2.0, 5.0]","[2.0, 1.0, 4.0, 0.0, 1.0, 6.0, 4.0, 1.0, 2.0, 1.0, 6.0, 5.0, 1.0, 3.0, 5.0, 3.0]",['I have nothing polite to say'],333.743,"['E_C', 'W_F', 'W_C', 'E_F']","[8.0, 3.0, 3.0, 8.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",139,"['W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F']",1,3.0,3.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,6.0
104,"[8.0, 8.0, 7.0, 7.0, 5.0, 5.0, 4.0, 9.0, 4.0, 5.0, 7.0, 1.0, 5.0, 6.0, 4.0, 1.0]","[8.0, 7.0, 1.0, 4.0, 9.0, 6.0, 5.0, 4.0, 1.0, 9.0, 4.0, 4.0, 5.0, 4.0, 3.0, 6.0]","[0.0, 1.0, 6.0, 3.0, 4.0, 1.0, 1.0, 5.0, 3.0, 4.0, 3.0, 3.0, 0.0, 2.0, 1.0, 5.0]",[],414.746,"['W_F', 'W_C', 'E_C', 'E_F']","[1.0, 9.0, 4.0, 5.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",104,"['E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F']",1,1.0,1.0,stripes,feet,F,W,E,C,No,,,No,,
061,"[4.0, 1.0, 6.0, 2.0, 3.0, 2.0, 9.0, 2.0, 3.0, 5.0, 7.0, 2.0, 3.0, 8.0, 1.0, 7.0]","[1.0, 3.0, 9.0, 8.0, 9.0, 3.0, 4.0, 7.0, 3.0, 5.0, 10.0, 1.0, 1.0, 5.0, 3.0, 8.0]","[3.0, 2.0, 3.0, 6.0, 6.0, 1.0, 5.0, 5.0, 0.0, 0.0, 3.0, 1.0, 2.0, 3.0, 2.0, 1.0]",['Interesting way to study associations and pattern recognition.'],534.4186,"['W_F', 'W_C', 'E_C', 'E_F']","[4.0, 7.0, 9.0, 2.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",61,"['E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,3.0,5.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,4.0,No,,
068,"[7.0, 3.0, 6.0, 5.0, 6.0, 7.0, 7.0, 4.0, 5.0, 6.0, 6.0, 5.0, 6.0, 4.0, 5.0, 9.0]","[2.0, 8.0, 1.0, 10.0, 6.0, 8.0, 2.0, 8.0, 7.0, 3.0, 10.0, 4.0, 7.0, 8.0, 2.0, 6.0]","[5.0, 5.0, 5.0, 5.0, 0.0, 1.0, 5.0, 4.0, 2.0, 3.0, 4.0, 1.0, 1.0, 4.0, 3.0, 3.0]",['The task was interesting. The visual changes were subtle.'],468.5609,"['W_C', 'E_C', 'W_F', 'E_F']","[6.0, 6.0, 5.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",68,"['W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,2.0,2.0,stripes,feet,C,W,E,F,No,,,No,,
160,"[3.0, 5.0, 7.0, 5.0, 7.0, 6.0, 5.0, 7.0, 2.0, 7.0, 9.0, 6.0, 8.0, 8.0, 7.0, 5.0]","[5.0, 8.0, 1.0, 5.0, 4.0, 1.0, 10.0, 6.0, 9.0, 2.0, 6.0, 3.0, 4.0, 8.0, 1.0, 2.0]","[2.0, 3.0, 6.0, 0.0, 3.0, 5.0, 5.0, 1.0, 7.0, 5.0, 3.0, 3.0, 4.0, 0.0, 6.0, 3.0]",[],351.764,"['E_C', 'W_C', 'W_F', 'E_F']","[9.0, 5.0, 4.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",160,"['W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,5.0,4.0,stripes,feet,C,W,E,F,No,,,Yes, Up/Right,6.0
091,"[6.0, 8.0, 5.0, 4.0, 7.0, 6.0, 4.0, 8.0, 6.0, 2.0, 8.0, 3.0, 6.0, 3.0, 6.0, 2.0]","[8.0, 6.0, 4.0, 8.0, 4.0, 8.0, 4.0, 2.0, 1.0, 7.0, 4.0, 2.0, 3.0, 3.0, 6.0, 7.0]","[2.0, 2.0, 1.0, 4.0, 3.0, 2.0, 0.0, 6.0, 5.0, 5.0, 4.0, 1.0, 3.0, 0.0, 0.0, 5.0]",[],391.511,"['W_F', 'E_C', 'W_C', 'E_F']","[8.0, 2.0, 2.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",91,"['W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,3.0,3.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,5.0
067,"[4.0, 4.0, 7.0, 3.0, 5.0, 6.0, 3.0, 6.0, 8.0, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.0]","[4.0, 9.0, 1.0, 5.0, 5.0, 4.0, 5.0, 10.0, 4.0, 5.0, 3.0, 10.0, 9.0, 5.0, 1.0, 4.0]","[0.0, 5.0, 6.0, 2.0, 0.0, 2.0, 2.0, 4.0, 4.0, 2.0, 1.0, 7.0, 6.0, 1.0, 4.0, 1.0]",[],344.577,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 5.0, 2.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",67,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,3.0,5.0,feet,stripes,F,E,W,C,Yes, Curved/Pointy,3.0,Yes, Up/Right,5.0
168,"[4.0, 2.0, 4.0, 5.0, 7.0, 6.0, 3.0, 5.0, 6.0, 4.0, 5.0, 8.0, 6.0, 3.0, 3.0, 2.0]","[1.0, 9.0, 5.0, 8.0, 5.0, 4.0, 7.0, 7.0, 4.0, 5.0, 8.0, 4.0, 2.0, 9.0, 10.0, 3.0]","[3.0, 7.0, 1.0, 3.0, 2.0, 2.0, 4.0, 2.0, 2.0, 1.0, 3.0, 4.0, 4.0, 6.0, 7.0, 1.0]",[],477.791,"['E_F', 'W_C', 'E_C', 'W_F']","[3.0, 5.0, 8.0, 7.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",168,"['W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C']",1,1.0,4.0,stripes,feet,F,W,E,C,No,,,No,,
069,"[8.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 5.0, 7.0, 5.0, 5.0, 8.0, 8.0, 7.0, 7.0]","[7.0, 7.0, 8.0, 7.0, 3.0, 5.0, 8.0, 5.0, 6.0, 4.0, 4.0, 8.0, 8.0, 8.0, 1.0, 6.0]","[1.0, 0.0, 1.0, 0.0, 5.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 0.0, 0.0, 6.0, 1.0]","[""It was interesting and at first hard to determine, at some point I wasn't too sure I was catching the right cause. Fun test.""]",557.1914,"['W_F', 'W_C', 'E_F', 'E_C']","[5.0, 4.0, 7.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",69,"['W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes,Up/Left,7.0
076,"[9.0, 3.0, 6.0, 6.0, 7.0, 4.0, 3.0, 8.0, 5.0, 6.0, 6.0, 8.0, 4.0, 8.0, 9.0, 4.0]","[1.0, 6.0, 3.0, 9.0, 8.0, 9.0, 1.0, 7.0, 3.0, 8.0, 9.0, 4.0, 2.0, 4.0, 6.0, 8.0]","[8.0, 3.0, 3.0, 3.0, 1.0, 5.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0, 2.0, 4.0, 3.0, 4.0]","['I did not notice any difference with the animals at first, then around the last few I noticed the stripe difference.']",732.2131,"['W_F', 'E_C', 'W_C', 'E_F']","[4.0, 8.0, 4.0, 8.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",76,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_F', 'E_C']",1,3.0,7.0,stripes,feet,F,W,E,C,No,,,Yes, Up/Right,7.0
184,"[8.0, 6.0, 6.0, 10.0, 7.0, 7.0, 10.0, 2.0, 3.0, 8.0, 9.0, 3.0, 9.0, 9.0, 5.0, 5.0]","[6.0, 7.0, 10.0, 1.0, 1.0, 10.0, 3.0, 7.0, 5.0, 5.0, 7.0, 10.0, 3.0, 6.0, 10.0, 4.0]","[2.0, 1.0, 4.0, 9.0, 6.0, 3.0, 7.0, 5.0, 2.0, 3.0, 2.0, 7.0, 6.0, 3.0, 5.0, 1.0]",[],381.731,"['W_F', 'E_F', 'W_C', 'E_C']","[4.0, 9.0, 5.0, 8.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['low', 'high', 'low', 'high']",184,"['E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,6.0,7.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,4.0,No,,
155,"[4.0, 3.0, 4.0, 4.0, 7.0, 7.0, 6.0, 6.0, 8.0, 6.0, 3.0, 2.0, 8.0, 4.0, 5.0, 6.0]","[2.0, 3.0, 3.0, 8.0, 3.0, 7.0, 4.0, 5.0, 7.0, 2.0, 8.0, 4.0, 6.0, 6.0, 5.0, 6.0]","[2.0, 0.0, 1.0, 4.0, 4.0, 0.0, 2.0, 1.0, 1.0, 4.0, 5.0, 2.0, 2.0, 2.0, 0.0, 0.0]",[],385.2169,"['W_C', 'W_F', 'E_F', 'E_C']","[6.0, 8.0, 3.0, 5.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",155,"['E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,2.0,3.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Up/Left,4.0
056,"[1.0, 4.0, 4.0, 3.0, 9.0, 2.0, 6.0, 4.0, 8.0, 7.0, 6.0, 7.0, 9.0, 8.0, 5.0, 8.0]","[3.0, 2.0, 10.0, 9.0, 5.0, 9.0, 1.0, 5.0, 3.0, 3.0, 3.0, 6.0, 4.0, 3.0, 10.0, 6.0]","[2.0, 2.0, 6.0, 6.0, 4.0, 7.0, 5.0, 1.0, 5.0, 4.0, 3.0, 1.0, 5.0, 5.0, 5.0, 2.0]",[],463.937,"['W_F', 'E_F', 'E_C', 'W_C']","[6.0, 3.0, 3.0, 7.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",56,"['W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,5.0,Yes,Up/Left,6.0
036,"[5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 5.0, 4.0, 6.0, 7.0, 5.0, 6.0, 7.0, 3.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 8.0, 4.0, 8.0, 2.0, 6.0, 8.0, 3.0, 6.0, 5.0, 7.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 1.0, 1.0, 0.0, 2.0]",[],352.5805,"['W_F', 'W_C', 'E_F', 'E_C']","[5.0, 3.0, 8.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",36,"['E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,5.0,2.0,stripes,feet,F,W,E,C,Yes,Webbed,6.0,Yes, Up/Right,2.0
185,"[8.0, 5.0, 3.0, 6.0, 5.0, 6.0, 6.0, 2.0, 5.0, 9.0, 6.0, 4.0, 10.0, 7.0, 1.0, 7.0]","[2.0, 5.0, 7.0, 6.0, 7.0, 9.0, 6.0, 3.0, 4.0, 10.0, 8.0, 1.0, 10.0, 3.0, 6.0, 10.0]","[6.0, 0.0, 4.0, 0.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 4.0, 5.0, 3.0]","['I loved the art, the reptiles looked very cute. Nothing was confusing, no errors happened.']",394.7548,"['E_C', 'W_C', 'E_F', 'W_F']","[10.0, 8.0, 5.0, 1.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",185,"['W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,7.0,2.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,No,,
172,"[5.0, 8.0, 6.0, 5.0, 3.0, 9.0, 7.0, 3.0, 2.0, 6.0, 7.0, 3.0, 3.0, 7.0, 3.0, 7.0]","[8.0, 3.0, 4.0, 9.0, 4.0, 4.0, 4.0, 2.0, 2.0, 7.0, 7.0, 3.0, 1.0, 7.0, 2.0, 8.0]","[3.0, 5.0, 2.0, 4.0, 1.0, 5.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0]",[],298.0971,"['W_C', 'E_C', 'E_F', 'W_F']","[3.0, 7.0, 7.0, 3.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",172,"['E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,7.0,7.0,stripes,feet,F,W,E,C,No,,,Yes, Up/Right,6.0
047,"[8.0, 8.0, 8.0, 7.0, 6.0, 9.0, 6.0, 4.0, 6.0, 3.0, 7.0, 4.0, 6.0, 3.0, 4.0, 9.0]","[3.0, 4.0, 10.0, 5.0, 7.0, 4.0, 1.0, 7.0, 10.0, 5.0, 7.0, 2.0, 6.0, 8.0, 6.0, 8.0]","[5.0, 4.0, 2.0, 2.0, 1.0, 5.0, 5.0, 3.0, 4.0, 2.0, 0.0, 2.0, 0.0, 5.0, 2.0, 1.0]",[],331.5401,"['E_C', 'W_F', 'W_C', 'E_F']","[8.0, 5.0, 8.0, 5.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",47,"['E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,3.0,feet,stripes,F,E,W,C,No,,,No,,
075,"[6.0, 2.0, 6.0, 8.0, 6.0, 6.0, 8.0, 7.0, 4.0, 4.0, 6.0, 1.0, 8.0, 6.0, 1.0, 5.0]","[1.0, 4.0, 7.0, 8.0, 5.0, 3.0, 8.0, 1.0, 7.0, 4.0, 5.0, 7.0, 5.0, 8.0, 1.0, 7.0]","[5.0, 2.0, 1.0, 0.0, 1.0, 3.0, 0.0, 6.0, 3.0, 0.0, 1.0, 6.0, 3.0, 2.0, 0.0, 2.0]",['Nothing'],358.7054,"['W_F', 'E_C', 'E_F', 'W_C']","[1.0, 4.0, 8.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",75,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,5.0,feet,stripes,F,W,E,C,No,,,Yes, Up/Right,5.0
