participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
048,"[5.0, 10.0, 5.0, 6.0, 5.0, 3.0, 3.0, 9.0, 2.0, 6.0, 5.0, 6.0, 3.0, 2.0, 6.0, 6.0, 4.0, 7.0, 2.0, 2.0, 2.0, 9.0, 6.0, 4.0]","[3.0, 7.0, 9.0, 5.0, 6.0, 5.0, 2.0, 6.0, 8.0, 4.0, 6.0, 7.0, 3.0, 3.0, 4.0, 7.0, 5.0, 8.0, 8.0, 1.0, 3.0, 7.0, 6.0, 4.0]","[2.0, 3.0, 4.0, 1.0, 1.0, 2.0, 1.0, 3.0, 6.0, 2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 2.0, 0.0, 0.0]",[],356.8927,"['T_B_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'N_Y_S']","[7.0, 2.0, 5.0, 3.0, 5.0, 9.0, 6.0, 5.0]","['low', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium']","['I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1']","['L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2']","['high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'low']",48,"['N_Y_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'N_B_S', 'T_B_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_C', 'T_Y_C']",1,shape,color,tail,B,Y,C,S,N,T,Yes,Square,5.0,Yes,Blue,5.0,Yes, Straight,3.0
125,"[5.0, 5.0, 4.0, 7.0, 3.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 7.0, 4.0]","[3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 2.0, 5.0, 4.0, 5.0, 8.0, 6.0, 6.0, 4.0, 4.0, 8.0, 2.0, 7.0, 8.0, 5.0, 4.0, 5.0]","[2.0, 0.0, 0.0, 3.0, 2.0, 1.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 4.0, 0.0, 3.0, 1.0]",[],518.9668,"['N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'T_B_S', 'N_B_S', 'T_B_C']","[4.0, 5.0, 6.0, 4.0, 6.0, 6.0, 4.0, 7.0]","['medium', 'medium', 'low', 'low', 'high', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'high', 'low', 'medium', 'high', 'low', 'medium', 'medium']","['L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1']","['I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2']","['medium', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'high']",125,"['N_Y_C', 'T_Y_S', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'N_B_C', 'T_B_C', 'N_B_S', 'N_B_C', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_Y_S', 'N_Y_C']",1,shape,tail,color,B,Y,C,S,T,N,Yes,Square,5.0,Yes,Blue,5.0,No,,
121,"[5.0, 4.0, 5.0, 4.0, 4.0, 7.0, 4.0, 6.0, 1.0, 5.0, 6.0, 4.0, 5.0, 5.0, 5.0, 7.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0]","[4.0, 5.0, 5.0, 6.0, 7.0, 4.0, 1.0, 8.0, 4.0, 8.0, 7.0, 3.0, 6.0, 4.0, 3.0, 3.0, 4.0, 6.0, 10.0, 7.0, 5.0, 2.0, 6.0, 6.0]","[1.0, 1.0, 0.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 0.0, 1.0, 6.0, 3.0, 0.0, 2.0, 3.0, 1.0]",[],468.5644,"['T_B_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_C']","[6.0, 5.0, 4.0, 6.0, 5.0, 5.0, 3.0, 9.0]","['medium', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2']","['L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1']","['medium', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'low']",121,"['T_Y_S', 'T_B_C', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_Y_C', 'N_B_S', 'T_B_S', 'T_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_B_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_C', 'N_B_C', 'T_B_S']",1,color,shape,tail,B,Y,S,C,N,T,Yes,Square,6.0,Yes,Blue,6.0,Yes,Curly,4.0
115,"[6.0, 5.0, 4.0, 5.0, 5.0, 8.0, 8.0, 7.0, 3.0, 8.0, 5.0, 3.0, 3.0, 5.0, 9.0, 3.0, 6.0, 4.0, 3.0, 6.0, 5.0, 9.0, 9.0, 3.0]","[5.0, 4.0, 3.0, 9.0, 8.0, 5.0, 8.0, 3.0, 5.0, 5.0, 7.0, 6.0, 4.0, 4.0, 7.0, 4.0, 5.0, 4.0, 4.0, 4.0, 9.0, 6.0, 9.0, 3.0]","[1.0, 1.0, 1.0, 4.0, 3.0, 3.0, 0.0, 4.0, 2.0, 3.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 4.0, 3.0, 0.0, 0.0]",[],1446.69,"['N_Y_S', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'T_Y_C', 'T_B_S']","[6.0, 7.0, 7.0, 6.0, 3.0, 6.0, 4.0, 3.0]","['medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'low']","['H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1']","['L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2']","['high', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'medium']",115,"['N_B_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_B_S', 'N_Y_S', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_B_C', 'T_B_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_C']",1,tail,shape,color,Y,B,S,C,N,T,Yes,Square,4.0,Yes, Yellow,2.0,Yes, Straight,5.0
042,"[4.0, 7.0, 4.0, 7.0, 4.0, 6.0, 4.0, 4.0, 6.0, 7.0, 9.0, 2.0, 3.0, 6.0, 9.0, 5.0, 3.0, 5.0, 2.0, 5.0, 6.0, 8.0, 5.0, 3.0]","[10.0, 8.0, 4.0, 5.0, 2.0, 7.0, 1.0, 5.0, 6.0, 4.0, 8.0, 5.0, 4.0, 4.0, 7.0, 3.0, 3.0, 5.0, 3.0, 4.0, 8.0, 8.0, 5.0, 5.0]","[6.0, 1.0, 0.0, 2.0, 2.0, 1.0, 3.0, 1.0, 0.0, 3.0, 1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 0.0, 2.0]",['Thanks so much I enjoyed participating\xa0'],507.963,"['T_Y_C', 'N_Y_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_S']","[9.0, 8.0, 6.0, 4.0, 5.0, 2.0, 7.0, 5.0]","['high', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low']","['I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1']","['H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1']","['H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2']","['high', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'medium']",42,"['T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'N_B_S', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_B_C', 'N_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_C', 'T_B_S']",1,shape,color,tail,Y,B,C,S,N,T,Yes, Circular,5.0,Yes, Yellow,5.0,Yes,Curly,2.0
126,"[5.0, 7.0, 8.0, 5.0, 3.0, 8.0, 7.0, 5.0, 4.0, 7.0, 7.0, 7.0, 5.0, 7.0, 6.0, 6.0, 7.0, 7.0, 4.0, 3.0, 6.0, 4.0, 2.0, 5.0]","[7.0, 3.0, 5.0, 7.0, 8.0, 5.0, 7.0, 6.0, 4.0, 4.0, 4.0, 8.0, 5.0, 7.0, 6.0, 6.0, 1.0, 3.0, 5.0, 3.0, 6.0, 6.0, 8.0, 4.0]","[2.0, 4.0, 3.0, 2.0, 5.0, 3.0, 0.0, 1.0, 0.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0, 4.0, 1.0, 0.0, 0.0, 2.0, 6.0, 1.0]",[],558.2858,"['N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_B_S']","[5.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 6.0]","['medium', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'low', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'low']","['I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1']","['H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2']","['L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1']","['medium', 'high', 'medium', 'high', 'low', 'medium', 'low', 'medium']",126,"['N_Y_C', 'N_Y_S', 'T_Y_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_B_S', 'N_B_C', 'T_B_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_S', 'N_B_C', 'T_Y_S']",1,color,shape,tail,B,Y,C,S,T,N,No,,,No,,,No,,
010,"[2.0, 6.0, 6.0, 4.0, 7.0, 5.0, 6.0, 5.0, 3.0, 5.0, 7.0, 5.0, 5.0, 7.0, 5.0, 5.0, 7.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 6.0]","[5.0, 5.0, 3.0, 7.0, 5.0, 7.0, 5.0, 3.0, 2.0, 8.0, 4.0, 6.0, 5.0, 5.0, 8.0, 7.0, 3.0, 2.0, 3.0, 5.0, 6.0, 6.0, 6.0, 5.0]","[3.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 3.0, 3.0, 1.0, 0.0, 2.0, 3.0, 2.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]",['Thank you!'],780.6389,"['T_Y_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_B_S', 'N_B_C', 'N_Y_C']","[5.0, 6.0, 4.0, 4.0, 5.0, 2.0, 3.0, 5.0]","['medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2']","['L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1']","['high', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'medium']",10,"['T_B_S', 'N_Y_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_B_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_S']",1,color,tail,shape,Y,B,C,S,T,N,Yes, Circular,2.0,Yes, Yellow,3.0,Yes,Curly,4.0
071,"[4.0, 4.0, 3.0, 3.0, 8.0, 3.0, 7.0, 8.0, 8.0, 7.0, 4.0, 4.0, 7.0, 7.0, 5.0, 7.0, 6.0, 7.0, 8.0, 5.0, 6.0, 5.0, 6.0, 8.0]","[3.0, 3.0, 4.0, 8.0, 7.0, 4.0, 8.0, 7.0, 6.0, 5.0, 5.0, 4.0, 6.0, 8.0, 2.0, 4.0, 9.0, 8.0, 6.0, 1.0, 4.0, 5.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 5.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 4.0, 2.0, 0.0, 4.0, 3.0]",[],401.0981,"['T_B_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_S', 'N_B_S', 'N_B_C']","[8.0, 6.0, 5.0, 5.0, 7.0, 4.0, 3.0, 6.0]","['medium', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'high', 'high', 'medium', 'low', 'low', 'medium', 'medium', 'medium']","['H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2']","['L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1']","['I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2']","['medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'high']",71,"['N_B_S', 'T_Y_S', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'N_B_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_S', 'T_Y_C']",1,shape,tail,color,Y,B,C,S,N,T,Yes, Circular,6.0,No,,,Yes,Curly,5.0
019,"[6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 5.0, 4.0, 7.0, 5.0, 6.0, 6.0, 3.0, 5.0, 5.0, 4.0, 4.0, 6.0, 5.0, 7.0, 4.0, 4.0, 6.0, 4.0]","[9.0, 3.0, 4.0, 4.0, 4.0, 7.0, 7.0, 3.0, 6.0, 5.0, 5.0, 2.0, 5.0, 6.0, 2.0, 2.0, 5.0, 7.0, 5.0, 4.0, 4.0, 1.0, 8.0, 2.0]","[3.0, 3.0, 2.0, 3.0, 3.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 4.0, 2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 0.0, 3.0, 0.0, 3.0, 2.0, 2.0]",[],361.2181,"['N_B_C', 'T_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_S', 'T_Y_S', 'N_B_S']","[6.0, 8.0, 2.0, 2.0, 4.0, 7.0, 4.0, 6.0]","['high', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'low']","['H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2']","['I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1']","['medium', 'high', 'low', 'low', 'medium', 'high', 'medium', 'medium']",19,"['T_B_C', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'N_B_C', 'T_B_S', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_Y_S']",1,color,tail,shape,B,Y,S,C,T,N,Yes, Circular,4.0,Yes,Blue,5.0,No,,
044,"[7.0, 7.0, 7.0, 4.0, 8.0, 8.0, 5.0, 8.0, 5.0, 5.0, 7.0, 5.0, 7.0, 8.0, 8.0, 5.0, 7.0, 5.0, 3.0, 6.0, 3.0, 7.0, 7.0, 3.0]","[8.0, 7.0, 4.0, 7.0, 6.0, 5.0, 8.0, 5.0, 3.0, 2.0, 4.0, 5.0, 6.0, 3.0, 3.0, 7.0, 6.0, 6.0, 8.0, 4.0, 4.0, 4.0, 6.0, 1.0]","[1.0, 0.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 0.0, 1.0, 5.0, 5.0, 2.0, 1.0, 1.0, 5.0, 2.0, 1.0, 3.0, 1.0, 2.0]",[],461.0342,"['T_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'N_B_C']","[5.0, 4.0, 7.0, 8.0, 7.0, 5.0, 6.0, 3.0]","['medium', 'medium', 'low', 'medium', 'medium', 'low', 'high', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'low']","['H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2']","['I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1']","['medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'low']",44,"['T_Y_C', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_C']",1,tail,shape,color,Y,B,S,C,T,N,Yes,Square,2.0,Yes, Yellow,5.0,Yes,Curly,4.0
